area,promotion_bureau,commune,type,april,may,june,july,august,september,october,november,december,january,february,march,sum,previous_year,comparison_with_previous_year
道央,空知,深川市,宿泊客延数,0.2,0.7,1.3,1.8,4.5,1.7,0.6,0.6,0.6,0.4,0.4,0.4,13.2,12.6,104.761905,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,南幌町,入込総数,20.3,28,27,27.9,29.6,30.9,29.1,22.4,14.9,17.7,16.1,19.8,283.7,261.3,108.572522,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,南幌町,内道外客,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,南幌町,内道内客,20.3,28,27,27.9,29.6,30.9,29.1,22.4,14.9,17.7,16.1,19.8,283.7,261.3,108.572522,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,南幌町,内日帰客,19.4,26.8,25.4,25.7,26.5,28.6,27.2,20.7,13.6,16.3,15,18.3,263.5,242.3,108.749484,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,南幌町,内宿泊客,0.9,1.2,1.6,2.2,3.1,2.3,1.9,1.7,1.3,1.4,1.1,1.5,20.2,19,106.315789,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,南幌町,宿泊客延数,0.9,1.2,1.6,2.2,3.1,2.3,1.9,1.7,1.3,1.4,1.1,1.5,20.2,19,106.315789,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,奈井江町,入込総数,8.2,16.8,13.4,15.9,23.1,14.8,11.5,7.5,4.8,5.2,4.9,7.3,133.4,133.1,100.225394,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,奈井江町,内道外客,0.1,0.3,0.2,0.2,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.1,2.1,2,105,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,奈井江町,内道内客,8.1,16.5,13.2,15.7,22.7,14.6,11.3,7.4,4.7,5.1,4.8,7.2,131.3,131.1,100.152555,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,奈井江町,内日帰客,8.2,16.8,13.4,15.9,23.1,14.8,11.5,7.5,4.8,5.2,4.9,7.3,133.4,133.1,100.225394,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,奈井江町,内宿泊客,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,奈井江町,宿泊客延数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,上砂川町,入込総数,6.4,8.9,8.2,8.4,8.8,8.8,8,7.4,7,7.9,7,7.5,94.3,99.6,94.678715,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,上砂川町,内道外客,0.1,0.1,0.1,0.3,0.4,0.4,0.1,0.1,0.2,0.2,0.1,0.1,2.2,1.9,115.789474,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,上砂川町,内道内客,6.3,8.8,8.1,8.1,8.4,8.4,7.9,7.3,6.8,7.7,6.9,7.4,92.1,97.7,94.268168,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,上砂川町,内日帰客,6.1,8.4,7.6,7.8,8,8.2,7.4,6.9,6.7,7.3,6.7,7.2,88.3,92.5,95.459459,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,上砂川町,内宿泊客,0.3,0.5,0.6,0.6,0.8,0.6,0.6,0.5,0.3,0.6,0.3,0.3,6,7.1,84.507042,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,上砂川町,宿泊客延数,0.4,0.6,0.8,0.8,1.3,0.8,0.7,0.6,0.4,0.7,0.4,0.4,7.9,8.7,90.804598,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,由仁町,入込総数,24.8,42.1,40.3,46.9,44.4,41.4,35,24,12.7,13.2,14.7,16.9,356.4,359.1,99.24812,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,由仁町,内道外客,0.7,2.1,3.1,3.6,2.8,2.5,1.3,0.2,0,0,0,0,16.3,15.3,106.535948,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,由仁町,内道内客,24.1,40,37.2,43.3,41.6,38.9,33.7,23.8,12.7,13.2,14.7,16.9,340.1,343.8,98.923793,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,由仁町,内日帰客,24.1,41,39.1,45.4,42.3,40.1,33.8,23.2,12,12.5,14,16.1,343.6,346.7,99.105855,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,由仁町,内宿泊客,0.7,1.1,1.2,1.5,2.1,1.3,1.2,0.8,0.7,0.7,0.7,0.8,12.8,12.4,103.225806,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,由仁町,宿泊客延数,0.7,1.1,1.2,1.5,2.1,1.3,1.2,0.8,0.7,0.7,0.7,0.8,12.8,12.4,103.225806,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,長沼町,入込総数,58.4,85.6,76.8,83.9,121.8,85.5,74.3,50,26.1,56.3,49.5,47.9,816.1,848.2,96.215515,,,,,,,,,,,,,,,,,,,,,,,
道央,空知,長沼町,内道外客,0,0.9,1.2,0.6,0.9,1.4,1.1,0.1,0.1,0,0,0.1,6.4,6.2,103.225806,,,,,,,,,,,,,,,,,,,,,,,
