area,promotion_bureau,commune,type,april,may,june,july,august,september,october,november,december,january,february,march,sum,previous_year,comparison_with_previous_year
道央,空知,砂川市,内道外客,15.0,28.6,30.1,42.5,49.8,39.5,34.1,16.5,13.1,11.9,22.9,20.1,324.1,320.1,101.24960949703217
道央,空知,砂川市,内道内客,58.3,119.30000000000001,110.5,123.0,146.8,110.1,102.4,51.7,42.199999999999996,42.7,71.6,64.6,1043.2000000000003,1054.9,98.89089013176606
道央,空知,砂川市,内日帰客,71.7,141.4,138.6,162.5,192.29999999999998,147.0,132.8,67.5,54.199999999999996,52.5,92.5,83.60000000000001,1336.6,1349.4000000000003,99.05143026530307
道央,空知,砂川市,内宿泊客,1.6,6.5,2.0,3.0,4.3,2.6,3.7,0.7,1.1,2.1,2.0,1.1,30.700000000000003,25.599999999999998,119.92187500000003
道央,空知,砂川市,宿泊客延数,3.0,8.0,3.8,6.2,7.1,4.8,4.8,1.2,1.8,4.1,3.0,2.1,49.9,42.8,116.58878504672899
道央,空知,歌志内市,入込総数,31.6,30.6,16.9,21.1,35.5,28.0,29.0,17.6,90.5,185.7,116.6,121.3,724.3999999999999,384.20000000000005,188.54763144195726
道央,空知,歌志内市,内道外客,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.3,0.2,0.2,0.5,2.3,4.7,48.93617021276595
道央,空知,歌志内市,内道内客,31.5,30.5,16.799999999999997,20.900000000000002,35.3,27.8,28.9,17.5,90.2,185.5,116.39999999999999,120.8,722.1,379.5,190.27667984189725
道央,空知,歌志内市,内日帰客,30.900000000000002,29.8,16.299999999999997,20.200000000000003,33.8,26.7,28.0,16.8,88.7,183.6,115.39999999999999,118.6,708.8,368.70000000000005,192.24301600216975
道央,空知,歌志内市,内宿泊客,0.7,0.8,0.6,0.9,1.7,1.3,1.0,0.8,1.8,2.1,1.2,2.7,15.599999999999998,15.499999999999998,100.64516129032258
道央,空知,歌志内市,宿泊客延数,0.7,0.8,0.6,0.9,1.7,1.3,1.0,0.8,1.8,2.1,1.2,2.7,15.599999999999998,15.499999999999998,100.64516129032258
道央,空知,深川市,入込総数,58.0,97.4,100.9,171.5,139.1,101.7,92.8,42.9,36.4,38.9,52.5,45.0,977.0999999999999,944.9,103.40776801777965
道央,空知,深川市,内道外客,5.3,8.9,9.0,11.1,13.2,9.5,8.5,4.0,3.3,3.4,2.8,4.0,83.0,82.5,100.60606060606061
道央,空知,深川市,内道内客,52.7,88.5,91.9,160.4,125.89999999999999,92.2,84.3,38.9,33.1,35.5,49.7,41.0,894.1,862.4000000000001,103.67578849721706
道央,空知,深川市,内日帰客,57.8,96.80000000000001,100.0,169.8,136.2,100.5,92.1,42.3,35.699999999999996,38.199999999999996,52.2,44.2,965.8000000000002,933.6,103.44901456726652
道央,空知,深川市,内宿泊客,0.2,0.6,0.9,1.7,2.9,1.2,0.7,0.6,0.7,0.7,0.3,0.8,11.3,11.3,100.0
道央,空知,深川市,宿泊客延数,0.3,0.6,1.1,1.9,3.4,1.3,0.7,0.6,0.7,0.7,0.4,0.9,12.599999999999998,12.6,99.99999999999999
道央,空知,南幌町,入込総数,17.2,24.7,27.4,25.0,26.4,26.6,28.6,19.9,14.3,16.5,14.6,20.1,261.3,258.0,101.27906976744185
道央,空知,南幌町,内道外客,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,－
道央,空知,南幌町,内道内客,17.2,24.7,27.4,25.0,26.4,26.6,28.6,19.9,14.3,16.5,14.6,20.1,261.3,258.0,101.27906976744185
道央,空知,南幌町,内日帰客,16.3,23.599999999999998,25.7,22.7,23.799999999999997,24.6,26.900000000000002,18.5,13.200000000000001,15.1,13.4,18.5,242.29999999999998,239.8,101.04253544620516
道央,空知,南幌町,内宿泊客,0.9,1.1,1.7,2.3,2.6,2.0,1.7,1.4,1.1,1.4,1.2,1.6,19.0,18.2,104.39560439560441
道央,空知,南幌町,宿泊客延数,0.9,1.1,1.7,2.3,2.6,2.0,1.7,1.4,1.1,1.4,1.2,1.6,19.0,18.2,104.39560439560441
道央,空知,奈井江町,入込総数,9.4,14.9,13.8,17.3,22.0,14.6,11.6,9.0,6.2,4.7,4.0,5.6,133.1,155.6,85.53984575835476
道央,空知,奈井江町,内道外客,0.1,0.2,0.2,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,2.0000000000000004,2.5000000000000004,80.0
道央,空知,奈井江町,内道内客,9.3,14.700000000000001,13.600000000000001,17.0,21.7,14.4,11.4,8.9,6.1000000000000005,4.6000000000000005,3.9,5.5,131.10000000000002,153.1,85.63030698889617
道央,空知,奈井江町,内日帰客,9.4,14.9,13.8,17.3,22.0,14.6,11.6,9.0,6.2,4.7,4.0,5.6,133.1,155.6,85.53984575835476
道央,空知,奈井江町,内宿泊客,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,－
道央,空知,奈井江町,宿泊客延数,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,－
道央,空知,上砂川町,入込総数,6.7,8.8,9.4,9.2,12.1,8.0,7.9,7.2,7.1,8.0,7.2,8.0,99.6,95.39999999999999,104.40251572327044
道央,空知,上砂川町,内道外客,0.1,0.1,0.1,0.3,0.4,0.1,0.1,0.1,0.2,0.2,0.1,0.1,1.9000000000000004,1.8000000000000003,105.55555555555556
道央,空知,上砂川町,内道内客,6.6000000000000005,8.700000000000001,9.3,8.899999999999999,11.7,7.9,7.800000000000001,7.1000000000000005,6.8999999999999995,7.8,7.1000000000000005,7.9,97.7,93.60000000000002,104.38034188034186
道央,空知,上砂川町,内日帰客,6.4,8.200000000000001,8.6,8.399999999999999,11.2,7.2,7.300000000000001,6.8,6.8,7.4,6.8,7.4,92.5,88.9,104.04949381327333
道央,空知,上砂川町,内宿泊客,0.3,0.6,0.8,0.8,0.9,0.8,0.6,0.4,0.3,0.6,0.4,0.6,7.1,6.5,109.23076923076923
道央,空知,上砂川町,宿泊客延数,0.4,0.7,1.0,1.0,1.1,1.0,0.7,0.5,0.4,0.7,0.5,0.7,8.7,7.699999999999999,112.98701298701299
道央,空知,由仁町,入込総数,21.3,39.0,47.2,50.4,43.7,41.1,35.4,23.1,14.2,13.8,12.9,17.0,359.1,352.90000000000003,101.7568716350241
道央,空知,由仁町,内道外客,0.3,1.9,3.6,3.1,2.6,2.6,1.0,0.2,0.0,0.0,0.0,0.0,15.299999999999999,15.3,99.99999999999999
道央,空知,由仁町,内道内客,21.0,37.1,43.6,47.3,41.1,38.5,34.4,22.900000000000002,14.2,13.8,12.9,17.0,343.79999999999995,337.6,101.83649289099523
道央,空知,由仁町,内日帰客,20.6,38.0,45.900000000000006,49.0,41.800000000000004,39.9,34.4,22.400000000000002,13.5,13.0,12.200000000000001,16.0,346.7,341.1000000000001,101.64174728818524
道央,空知,由仁町,内宿泊客,0.7,1.0,1.3,1.4,1.9,1.2,1.0,0.7,0.7,0.8,0.7,1.0,12.399999999999999,11.8,105.08474576271185
道央,空知,由仁町,宿泊客延数,0.7,1.0,1.3,1.4,1.9,1.2,1.0,0.7,0.7,0.8,0.7,1.0,12.399999999999999,11.8,105.08474576271185
道央,空知,長沼町,入込総数,55.0,86.3,91.2,94.2,117.7,91.4,80.8,46.9,30.0,56.6,49.9,48.2,848.1999999999999,906.4000000000001,93.57899382171226
道央,空知,長沼町,内道外客,0.0,1.0,0.9,0.9,0.8,1.5,1.0,0.1,0.0,0.0,0.0,0.0,6.199999999999999,63.50000000000001,9.763779527559054
道央,空知,長沼町,内道内客,55.0,85.3,90.3,93.3,116.9,89.9,79.8,46.8,30.0,56.6,49.9,48.2,842.0,842.9,99.89322576818128
道央,空知,長沼町,内日帰客,53.9,84.2,89.0,92.0,115.10000000000001,88.10000000000001,77.8,45.8,29.1,55.2,48.9,46.900000000000006,826.0,875.4,94.35686543294494
道央,空知,長沼町,内宿泊客,1.1,2.1,2.2,2.2,2.6,3.3,3.0,1.1,0.9,1.4,1.0,1.3,22.2,31.0,71.61290322580645
道央,空知,長沼町,宿泊客延数,1.1,2.1,2.2,2.2,2.6,3.3,3.0,1.1,0.9,1.4,1.0,1.3,22.2,33.30000000000001,66.66666666666664
道央,空知,栗山町,入込総数,35.5,30.9,30.3,49.7,32.1,117.8,26.3,12.5,8.5,8.2,7.7,8.5,368.0,374.3999999999999,98.29059829059831
道央,空知,栗山町,内道外客,0.1,0.3,0.2,0.2,0.3,0.2,0.8,0.7,0.6,0.5,0.6,0.6,5.1,5.8999999999999995,86.4406779661017
道央,空知,栗山町,内道内客,35.4,30.599999999999998,30.1,49.5,31.8,117.6,25.5,11.8,7.9,7.699999999999999,7.1000000000000005,7.9,362.9,368.5,98.48032564450475
道央,空知,栗山町,内日帰客,34.7,29.2,28.3,47.2,29.1,115.39999999999999,24.3,11.5,7.7,7.299999999999999,7.0,7.8,349.5,355.7,98.2569581107675
道央,空知,栗山町,内宿泊客,0.8,1.7,2.0,2.5,3.0,2.4,2.0,1.0,0.8,0.9,0.7,0.7,18.499999999999996,18.700000000000003,98.93048128342242
道央,空知,栗山町,宿泊客延数,0.8,1.7,2.0,2.5,3.0,2.4,2.0,1.0,0.8,0.9,0.7,0.7,18.499999999999996,18.700000000000003,98.93048128342242
道央,空知,月形町,入込総数,7.7,13.2,12.8,26.3,16.7,12.3,10.1,6.1,4.6,4.8,4.5,5.8,124.89999999999998,138.50000000000003,90.18050541516241
道央,空知,月形町,内道外客,0.4,0.7,0.6,0.8,0.8,0.6,0.5,0.3,0.2,0.2,0.1,0.2,5.4,5.6000000000000005,96.42857142857143
道央,空知,月形町,内道内客,7.3,12.5,12.200000000000001,25.5,15.899999999999999,11.700000000000001,9.6,5.8,4.3999999999999995,4.6,4.4,5.6,119.5,132.89999999999998,89.91723100075247
道央,空知,月形町,内日帰客,7.2,12.7,12.3,25.8,15.799999999999999,11.600000000000001,9.5,5.6,4.3,4.3999999999999995,4.2,5.3,118.7,132.29999999999998,89.72033257747545
道央,空知,月形町,内宿泊客,0.5,0.5,0.5,0.5,0.9,0.7,0.6,0.5,0.3,0.4,0.3,0.5,6.199999999999999,6.2,99.99999999999999
道央,空知,月形町,宿泊客延数,0.5,0.5,0.5,0.5,0.9,0.7,0.6,0.5,0.3,0.4,0.3,0.5,6.199999999999999,6.2,99.99999999999999
道央,空知,浦臼町,入込総数,11.7,17.8,20.3,33.7,56.7,29.8,19.5,9.1,7.5,5.0,4.9,4.6,220.6,221.99999999999997,99.36936936936938
道央,空知,浦臼町,内道外客,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.2,1.2,100.0
道央,空知,浦臼町,内道内客,11.6,17.7,20.2,33.6,56.6,29.7,19.4,9.0,7.4,4.9,4.800000000000001,4.5,219.4,220.8,99.36594202898551
道央,空知,浦臼町,内日帰客,11.6,17.5,19.900000000000002,33.300000000000004,55.900000000000006,29.400000000000002,19.3,8.9,7.4,4.9,4.800000000000001,4.5,217.40000000000006,216.39999999999998,100.4621072088725
道央,空知,浦臼町,内宿泊客,0.1,0.3,0.4,0.4,0.8,0.4,0.2,0.2,0.1,0.1,0.1,0.1,3.2000000000000006,5.6,57.14285714285716
道央,空知,浦臼町,宿泊客延数,0.1,0.3,0.4,0.4,0.8,0.4,0.2,0.2,0.1,0.1,0.1,0.1,3.2000000000000006,5.6,57.14285714285716
道央,空知,新十津川町,入込総数,10.3,12.8,19.1,32.5,18.4,14.6,10.8,9.7,28.3,43.7,24.2,14.3,238.7,210.3,113.50451735615785
道央,空知,新十津川町,内道外客,1.0,1.3,1.9,3.3,1.8,1.5,1.1,0.9,2.8,4.4,2.4,1.4,23.799999999999997,21.1,112.79620853080567
道央,空知,新十津川町,内道内客,9.3,11.5,17.200000000000003,29.2,16.599999999999998,13.1,9.700000000000001,8.799999999999999,25.5,39.300000000000004,21.8,12.9,214.9,189.2,113.58350951374207
道央,空知,新十津川町,内日帰客,8.8,11.4,16.900000000000002,29.5,13.599999999999998,11.7,8.700000000000001,8.2,27.1,42.0,22.9,12.4,213.20000000000002,184.0,115.86956521739131
道央,空知,新十津川町,内宿泊客,1.5,1.4,2.2,3.0,4.8,2.9,2.1,1.5,1.2,1.7,1.3,1.9,25.499999999999996,26.3,96.95817490494295
道央,空知,新十津川町,宿泊客延数,2.1,1.5,2.4,3.3,5.3,3.2,2.3,1.7,1.3,1.9,1.4,2.1,28.5,28.999999999999996,98.27586206896552
道央,空知,妹背牛町,入込総数,16.1,19.4,19.4,23.1,25.5,19.0,17.0,17.3,16.4,17.2,14.7,17.2,222.29999999999998,245.0,90.73469387755101
道央,空知,妹背牛町,内道外客,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3000000000000003,1.3000000000000003,100.0
道央,空知,妹背牛町,内道内客,16.0,19.299999999999997,19.299999999999997,23.0,25.3,18.9,16.9,17.2,16.299999999999997,17.099999999999998,14.6,17.099999999999998,220.99999999999997,243.7,90.68526877308165
道央,空知,妹背牛町,内日帰客,16.0,19.299999999999997,19.299999999999997,22.900000000000002,25.2,18.9,16.8,17.1,16.2,17.099999999999998,14.6,17.0,220.39999999999998,243.2,90.625
道央,空知,妹背牛町,内宿泊客,0.1,0.1,0.1,0.2,0.3,0.1,0.2,0.2,0.2,0.1,0.1,0.2,1.9000000000000001,1.7999999999999998,105.55555555555559
道央,空知,妹背牛町,宿泊客延数,0.1,0.1,0.1,0.2,0.3,0.1,0.2,0.2,0.2,0.1,0.1,0.2,1.9000000000000001,1.7999999999999998,105.55555555555559
道央,空知,秩父別町,入込総数,17.2,32.7,48.3,71.9,79.2,47.7,42.0,23.0,16.2,14.6,13.1,13.5,419.40000000000003,403.0,104.06947890818859
道央,空知,秩父別町,内道外客,0.4,0.9,1.2,2.0,2.4,1.4,0.5,0.6,0.4,0.5,0.4,0.5,11.200000000000001,14.3,78.32167832167832
道央,空知,秩父別町,内道内客,16.8,31.800000000000004,47.099999999999994,69.9,76.8,46.300000000000004,41.5,22.4,15.799999999999999,14.1,12.7,13.0,408.20000000000005,388.7,105.01672240802678
道央,空知,秩父別町,内日帰客,16.3,31.6,46.8,70.2,76.4,46.300000000000004,40.4,21.9,15.299999999999999,13.4,12.1,12.3,403.0,385.1,104.64814333939236
道央,空知,秩父別町,内宿泊客,0.9,1.1,1.5,1.7,2.8,1.4,1.6,1.1,0.9,1.2,1.0,1.2,16.4,17.900000000000002,91.62011173184355
道央,空知,秩父別町,宿泊客延数,0.9,1.1,1.5,1.7,2.8,1.4,1.6,1.1,0.9,1.2,1.0,1.2,16.4,17.900000000000002,91.62011173184355
道央,空知,雨竜町,入込総数,14.0,26.4,31.2,37.1,46.1,28.3,23.3,15.0,9.7,9.5,7.7,10.6,258.9,264.4,97.91981845688352
道央,空知,雨竜町,内道外客,0.0,0.0,0.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,1.2,66.66666666666666
道央,空知,雨竜町,内道内客,14.0,26.4,31.2,36.6,45.9,28.2,23.3,15.0,9.7,9.5,7.7,10.6,258.09999999999997,263.2,98.06231003039512
道央,空知,雨竜町,内日帰客,14.0,26.4,31.2,36.9,46.0,28.3,23.3,15.0,9.7,9.5,7.7,10.6,258.6,263.9,97.9916635089049
道央,空知,雨竜町,内宿泊客,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.5,60.00000000000001
道央,空知,雨竜町,宿泊客延数,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.5,60.00000000000001
道央,空知,北竜町,入込総数,13.3,20.3,22.4,67.8,216.0,21.8,21.5,16.3,14.0,15.5,13.4,16.9,459.2,455.1,100.9009009009009
道央,空知,北竜町,内道外客,0.9,1.4,1.6,20.7,100.1,1.5,1.5,1.1,1.0,1.1,0.9,1.2,132.99999999999997,55.800000000000004,238.35125448028668
道央,空知,北竜町,内道内客,12.4,18.900000000000002,20.799999999999997,47.099999999999994,115.9,20.3,20.0,15.200000000000001,13.0,14.4,12.5,15.7,326.2,399.29999999999995,81.69296268469823
道央,空知,北竜町,内日帰客,13.100000000000001,19.900000000000002,21.799999999999997,67.0,214.9,21.1,13.2,7.9,5.699999999999999,6.800000000000001,5.300000000000001,6.999999999999998,403.7,448.6,89.99108337048595
道央,空知,北竜町,内宿泊客,0.2,0.4,0.6,0.8,1.1,0.7,8.3,8.4,8.3,8.7,8.1,9.9,55.5,6.500000000000001,853.8461538461537
道央,空知,北竜町,宿泊客延数,0.2,0.4,0.6,0.8,1.1,0.7,8.3,8.4,8.3,8.7,8.1,9.9,55.5,6.500000000000001,853.8461538461537
道央,空知,沼田町,入込総数,6.5,10.2,11.3,70.0,69.0,11.0,10.8,6.5,5.2,5.8,5.8,7.8,219.90000000000003,257.6,85.36490683229813
道央,空知,沼田町,内道外客,1.0,1.5,1.7,10.5,10.4,1.7,1.6,1.0,0.8,0.9,0.9,1.2,33.2,38.599999999999994,86.01036269430054
道央,空知,沼田町,内道内客,5.5,8.7,9.600000000000001,59.5,58.6,9.3,9.200000000000001,5.5,4.4,4.8999999999999995,4.8999999999999995,6.6,186.70000000000002,219.0,85.25114155251143
道央,空知,沼田町,内日帰客,6.0,9.5,10.200000000000001,66.3,65.6,9.7,9.4,5.3,4.5,5.1,4.8999999999999995,6.5,203.0,239.70000000000002,84.68919482686691
道央,空知,沼田町,内宿泊客,0.5,0.7,1.1,3.7,3.4,1.3,1.4,1.2,0.7,0.7,0.9,1.3,16.9,17.900000000000006,94.41340782122901
道央,空知,沼田町,宿泊客延数,0.5,0.7,1.1,3.8,3.6,1.3,1.4,1.2,0.7,0.7,0.9,1.3,17.2,18.200000000000003,94.5054945054945
道央,石狩,札幌市,入込総数,1028.5,1221.2,1293.0,1620.3,1794.2,1628.7,930.9,791.3,680.4,775.8,765.2,1029.2,13558.699999999999,13041.199999999999,103.9681931110634
道央,石狩,札幌市,内道外客,289.9,365.4,398.2,437.2,527.8,450.2,410.8,335.0,342.2,312.1,305.5,360.5,4534.799999999999,4302.4,105.40163629602081
道央,石狩,札幌市,内道内客,738.6,855.8,894.8,1183.1,1266.4,1178.5,520.0999999999999,456.29999999999995,338.2,463.69999999999993,459.70000000000005,668.7,9023.9,8738.8,103.2624616652172
道央,石狩,札幌市,内日帰客,618.3,714.4,756.0,997.0,1080.6,968.8,455.29999999999995,391.69999999999993,293.9,358.29999999999995,352.90000000000003,551.6,7538.799999999999,7306.9000000000015,103.17371251830458
道央,石狩,札幌市,内宿泊客,410.2,506.8,537.0,623.3,713.6,659.9,475.6,399.6,386.5,417.5,412.3,477.6,6019.900000000001,5734.299999999999,104.98055560399702
道央,石狩,札幌市,宿泊客延数,663.9,879.5,943.9,1056.5,1237.0,1037.5,916.7,780.0,847.0,799.3,897.0,842.2,10900.5,10066.399999999998,108.28598108559169
道央,石狩,江別市,入込総数,35.2,91.0,100.3,145.6,81.9,97.6,79.0,33.0,31.7,20.2,17.3,24.5,757.3000000000001,845.7,89.54712072839068
道央,石狩,江別市,内道外客,0.8,2.0,1.9,1.9,1.6,1.7,1.4,0.6,1.1,0.5,0.4,0.6,14.499999999999998,17.099999999999998,84.7953216374269
道央,石狩,江別市,内道内客,34.400000000000006,89.0,98.39999999999999,143.7,80.30000000000001,95.89999999999999,77.6,32.4,30.599999999999998,19.7,16.900000000000002,23.9,742.8000000000001,828.6,89.64518464880523
道央,石狩,江別市,内日帰客,35.0,90.7,100.1,145.29999999999998,81.7,97.1,78.8,32.9,31.7,19.8,17.3,24.5,754.8999999999999,843.6,89.48553816974868
道央,石狩,江別市,内宿泊客,0.2,0.3,0.2,0.3,0.2,0.5,0.2,0.1,0.0,0.4,0.0,0.0,2.4,2.1,114.28571428571428
道央,石狩,江別市,宿泊客延数,0.2,0.5,0.3,0.5,0.4,0.7,0.3,0.1,0.0,0.6,0.1,0.1,3.8,3.200000000000001,118.74999999999996
