area,promotion_bureau,commune,type,april,may,june,july,august,september,october,november,december,january,february,march,sum,previous_year,comparison_with_previous_year
十勝,十勝,足寄町,内道内客,12.8,20.5,74,109,110.8,59.2,17.40000000000,8.40000000000,5.50000000000,6.10000000000,6.50000000000,9.40000000000,439.6,458,95.982533,
十勝,十勝,足寄町,内日帰客,15.5,23.8,89.6,131.6,133.6,71.2,20.50000000000,9.70000000000,5.90000000000,7.20000000000,7.80000000000,11.40000000000,527.8,550.8,95.824256,
十勝,十勝,足寄町,内宿泊客,0.3,1.6,2.1,3.5,3.7,2.2,1.10000000000,0.70000000000,0.90000000000,0.40000000000,0.30000000000,0.20000000000,17,16.6,102.409639,
十勝,十勝,足寄町,宿泊客延数,0.6,1.8,2.7,3.9,4.4,2.6,1.10000000000,0.70000000000,1.00000000000,0.60000000000,0.30000000000,0.20000000000,19.9,19.4,102.57732,
十勝,十勝,陸別町,入込総数,8.3,22.2,12.3,23.4,28.9,21.6,12.90000000000,7.00000000000,5.50000000000,5.10000000000,21.60000000000,6.90000000000,175.7,175.4,100.171038,
十勝,十勝,陸別町,内道外客,0.8,2,1.1,1.7,2.6,1.7,1.20000000000,0.70000000000,0.50000000000,0.40000000000,0.90000000000,0.60000000000,14.2,15,94.666667,
十勝,十勝,陸別町,内道内客,7.5,20.2,11.2,21.7,26.3,19.9,11.70000000000,6.30000000000,5.00000000000,4.70000000000,20.70000000000,6.30000000000,161.5,160.4,100.685786,
十勝,十勝,陸別町,内日帰客,8,21.6,11.7,22.3,27.3,20.4,11.70000000000,6.30000000000,5.00000000000,4.70000000000,20.70000000000,6.30000000000,166,167.9,98.868374,
十勝,十勝,陸別町,内宿泊客,0.3,0.6,0.6,1.1,1.6,1.2,1.20000000000,0.70000000000,0.50000000000,0.40000000000,0.90000000000,0.60000000000,9.7,7.5,129.333333,
十勝,十勝,陸別町,宿泊客延数,0.3,0.6,0.6,1.1,1.6,1.2,1.20000000000,0.70000000000,0.50000000000,0.40000000000,0.90000000000,0.60000000000,9.7,7.5,129.333333,
十勝,十勝,浦幌町,入込総数,19.7,38.5,30.1,36,48.4,65.4,31.90000000000,17.20000000000,9.70000000000,9.00000000000,9.70000000000,13.90000000000,329.5,63.8,516.45768,
十勝,十勝,浦幌町,内道外客,1.2,8.2,6.2,9.9,13.6,8.5,6.50000000000,2.90000000000,1.40000000000,1.30000000000,1.50000000000,2.20000000000,63.4,0.6,10566.666667,
十勝,十勝,浦幌町,内道内客,18.5,30.3,23.9,26.1,34.8,56.9,25.40000000000,14.30000000000,8.30000000000,7.70000000000,8.20000000000,11.70000000000,266.1,63.2,421.044304,
十勝,十勝,浦幌町,内日帰客,19.7,38.2,29.9,35.3,46.6,64.9,31.80000000000,17.20000000000,9.70000000000,9.00000000000,9.70000000000,13.90000000000,325.9,60.4,539.569536,
十勝,十勝,浦幌町,内宿泊客,0,0.3,0.2,0.7,1.8,0.5,0.10000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,3.6,3.4,105.882353,
十勝,十勝,浦幌町,宿泊客延数,0,0.3,0.2,0.7,1.8,0.5,0.10000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,3.6,3.4,105.882353,
釧路・根室,釧路,釧路市,入込総数,344.3,297.1,326.1,428.6,500.2,501.9,397.2,297.1,202.8,224.9,484.6,251.2,4256,3917.9,108.629623,
釧路・根室,釧路,釧路市,内道外客,93.2,88.2,136.4,187.8,205.9,199.7,127.7,86.9,52.9,53.4,166.4,61.3,1459.8,1354.8,107.750221,
釧路・根室,釧路,釧路市,内道内客,251.1,208.9,189.7,240.8,294.3,302.2,269.5,210.2,149.9,171.5,318.2,189.9,2796.2,2563.1,109.094456,
釧路・根室,釧路,釧路市,内日帰客,240.6,208.9,228,310.1,369.5,365.8,288.1,200.5,123.2,146.8,354.5,159.1,2995.1,2743.1,109.186687,
釧路・根室,釧路,釧路市,内宿泊客,103.7,88.2,98.1,118.5,130.7,136.1,109.1,96.6,79.6,78.1,130.1,92.1,1260.9,1174.8,107.328907,
釧路・根室,釧路,釧路市,宿泊客延数,112.2,95.8,106.5,129.3,141.7,144.4,115.3,103.3,91.3,85.3,148.4,103.7,1377.2,1291.3,106.652211,
釧路・根室,釧路,釧路町,入込総数,2.6,7.7,12.4,23.2,32.2,20.8,7.3,2.6,1.9,1.3,2.8,2,116.8,123.3,94.728305,
釧路・根室,釧路,釧路町,内道外客,2.1,6.1,9.9,18.5,25.7,16.6,4.1,1.4,1,0.7,1.5,1.1,88.7,93.3,95.069668,
釧路・根室,釧路,釧路町,内道内客,0.5,1.6,2.5,4.7,6.5,4.2,3.2,1.2,0.9,0.6,1.3,0.9,28.1,30,93.666667,
釧路・根室,釧路,釧路町,内日帰客,2.6,7.7,12.4,23.2,32.2,20.8,7.3,2.6,1.9,1.3,2.8,2,116.8,123.3,94.728305,
釧路・根室,釧路,釧路町,内宿泊客,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,
釧路・根室,釧路,釧路町,宿泊客延数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,
釧路・根室,釧路,厚岸町,入込総数,23.1,72.2,35,53.9,54.2,50.5,68.6,18.7,11.3,10.6,10.3,13.6,422,405.2,104.146101,
釧路・根室,釧路,厚岸町,内道外客,6,13,9.3,20.5,21.1,13.4,10.9,5.1,2.7,2.8,2.8,3.6,111.2,103.7,107.232401,
釧路・根室,釧路,厚岸町,内道内客,17.1,59.2,25.7,33.4,33.1,37.1,57.7,13.6,8.6,7.8,7.5,10,310.8,301.5,103.084577,
釧路・根室,釧路,厚岸町,内日帰客,22.5,70.5,33,50.6,51.3,47.8,66.1,17.4,10.3,9.5,9.4,12.8,401.2,383.9,104.506382,
釧路・根室,釧路,厚岸町,内宿泊客,0.6,1.7,2,3.3,2.9,2.7,2.5,1.3,1,1.1,0.9,0.8,20.8,21.3,97.652582,
釧路・根室,釧路,厚岸町,宿泊客延数,0.9,2.3,2.3,4.1,3.4,3,2.9,1.7,1.3,1.6,1.3,1.4,26.2,27.9,93.90681,
釧路・根室,釧路,浜中町,入込総数,29.5,36.8,22.1,80.5,53.9,64.7,57.2,21.2,14.3,16.4,17.4,21.2,435.2,344.4,126.364692,
釧路・根室,釧路,浜中町,内道外客,6.2,6.5,5.8,26.3,21.2,24.6,18.2,5.3,3.6,4.1,4.4,5.4,131.6,107.9,121.964782,
釧路・根室,釧路,浜中町,内道内客,23.3,30.3,16.3,54.2,32.7,40.1,39,15.9,10.7,12.3,13,15.8,303.6,236.5,128.372093,
釧路・根室,釧路,浜中町,内日帰客,29.4,36.6,21.7,79.5,52.6,63.8,56.7,21,14.2,16.2,17.2,21,429.9,337.9,127.22699,
釧路・根室,釧路,浜中町,内宿泊客,0.1,0.2,0.4,1,1.3,0.9,0.5,0.2,0.1,0.2,0.2,0.2,5.3,6.5,81.538462,
釧路・根室,釧路,浜中町,宿泊客延数,0.1,0.4,0.7,1.4,1.8,1.2,0.6,0.2,0.2,0.2,0.2,0.2,7.2,6.9,104.347826,
釧路・根室,釧路,標茶町,入込総数,2.7,9.9,15.7,27.3,37,27.2,11.8,1.4,1.5,2.9,9.9,1.7,149,164.3,90.687766,
釧路・根室,釧路,標茶町,内道外客,1.7,6.1,9.6,16.7,22.6,16.6,7.2,0.9,0.9,1.8,6,1,91.1,100.3,90.827517,
釧路・根室,釧路,標茶町,内道内客,1,3.8,6.1,10.6,14.4,10.6,4.6,0.5,0.6,1.1,3.9,0.7,57.9,64,90.46875,
釧路・根室,釧路,標茶町,内日帰客,2.2,8.7,14.1,25.1,31.9,24.5,10.5,0.9,0.9,2.3,9.2,1.2,131.5,145.2,90.564738,
釧路・根室,釧路,標茶町,内宿泊客,0.5,1.2,1.6,2.2,5.1,2.7,1.3,0.5,0.6,0.6,0.7,0.5,17.5,19.1,91.623037,
釧路・根室,釧路,標茶町,宿泊客延数,0.8,1.7,2.1,4.1,7.3,3.7,1.9,0.8,0.9,0.9,1,0.8,26,27.4,94.890511,
釧路・根室,釧路,弟子屈町,入込総数,31.5,86.1,87.4,128.6,167.6,130,96.8,37.8,35.8,45.4,52.1,41.3,940.4,860.9,109.234522,
釧路・根室,釧路,弟子屈町,内道外客,10,41.5,64.7,82.5,131.4,82,61,13.1,9.1,8.9,17.5,10.8,532.5,507.8,104.86412,
釧路・根室,釧路,弟子屈町,内道内客,21.5,44.6,22.7,46.1,36.2,48,35.8,24.7,26.7,36.5,34.6,30.5,407.9,353.1,115.519683,
釧路・根室,釧路,弟子屈町,内日帰客,23.9,67.2,63.7,99.2,131.5,98.9,75.3,27.6,29.1,36.9,44,34.9,732.2,620.5,118.001612,
釧路・根室,釧路,弟子屈町,内宿泊客,7.6,18.9,23.7,29.4,36.1,31.1,21.5,10.2,6.7,8.5,8.1,6.4,208.2,240.4,86.605657,
釧路・根室,釧路,弟子屈町,宿泊客延数,9.3,19.8,25,30.8,37.7,32.3,23.5,11.1,7.7,9.7,9.4,7.3,223.6,263.2,84.954407,
釧路・根室,釧路,鶴居村,入込総数,9.2,24.3,14.7,25.9,42.3,18.8,4,3.6,3.3,4.3,3.5,4.2,158.1,169.8,93.109541,
釧路・根室,釧路,鶴居村,内道外客,1.4,3,4.2,7.1,9.1,4.7,0.3,0.1,0.1,0.2,0.6,0.2,31,36.5,84.931507,
釧路・根室,釧路,鶴居村,内道内客,7.8,21.3,10.5,18.8,33.2,14.1,3.7,3.5,3.2,4.1,2.9,4,127.1,133.3,95.348837,
釧路・根室,釧路,鶴居村,内日帰客,8.1,23.2,13.3,24.4,40.6,17.5,3,2.9,2.7,3.4,2.8,3.4,145.3,157.5,92.253968,
釧路・根室,釧路,鶴居村,内宿泊客,1.1,1.1,1.4,1.5,1.7,1.3,1,0.7,0.6,0.9,0.7,0.8,12.8,12.3,104.065041,
釧路・根室,釧路,鶴居村,宿泊客延数,1.1,1.1,1.4,1.5,1.7,1.3,1.1,0.7,1,1,0.9,0.9,13.7,12.3,111.382114,
釧路・根室,釧路,白糠町,入込総数,57,101.4,70.1,84.2,118.6,96.8,74.7,54.6,38.3,37.2,37.4,28,798.3,729.7,109.401124,
釧路・根室,釧路,白糠町,内道外客,0.4,0.6,0.6,0.8,1,1.1,1,0.8,0.6,0.5,0.4,0.4,8.2,12,68.333333,
釧路・根室,釧路,白糠町,内道内客,56.6,100.8,69.5,83.4,117.6,95.7,73.7,53.8,37.7,36.7,37,27.6,790.1,717.7,110.08778,
釧路・根室,釧路,白糠町,内日帰客,56.6,100.8,69.5,83.4,117.6,95.7,73.7,53.8,37.7,36.7,37,27.6,790.1,717.6,110.103122,
釧路・根室,釧路,白糠町,内宿泊客,0.4,0.6,0.6,0.8,1,1.1,1,0.8,0.6,0.5,0.4,0.4,8.2,12.1,67.768595,
釧路・根室,釧路,白糠町,宿泊客延数,0.4,0.6,0.6,0.8,1,1.1,1,0.8,0.6,0.5,0.4,0.4,8.2,12.1,67.768595,
釧路・根室,根室,根室市,入込総数,15.9,28.9,25.9,41,55.5,132.8,30.7,13.3,8.5,21.3,9,10.8,393.6,351.1,112.104813,
釧路・根室,根室,根室市,内道外客,3.4,10.3,12.2,20.9,29.9,75,12.5,5.5,3.4,7.5,3.9,3.6,188.1,149.4,125.903614,
釧路・根室,根室,根室市,内道内客,12.5,18.6,13.7,20.1,25.6,57.8,18.2,7.8,5.1,13.8,5.1,7.2,205.5,201.7,101.883986,
釧路・根室,根室,根室市,内日帰客,13.3,24,20.8,30,40.1,122.9,25.4,9.3,5,18.9,6,7.4,323.1,286.4,112.814246,
釧路・根室,根室,根室市,内宿泊客,2.6,4.9,5.1,11,15.4,9.9,5.3,4,3.5,2.4,3,3.4,70.5,64.7,108.964451,
釧路・根室,根室,根室市,宿泊客延数,3.4,5.9,6,13.1,19,11.8,6.7,5.6,4.5,3.3,3.8,4.5,87.6,90.1,97.225305,
釧路・根室,根室,別海町,入込総数,5.2,24.7,50.1,36.6,53.7,74.4,14.3,4.9,2.1,2.7,3.6,3.2,275.5,307.3,89.651806,
釧路・根室,根室,別海町,内道外客,2.3,8.6,15.4,19.2,29.3,34,7.7,2.3,0.9,1.1,1.8,1.4,124,123,100.813008,
釧路・根室,根室,別海町,内道内客,2.9,16.1,34.7,17.4,24.4,40.4,6.6,2.6,1.2,1.6,1.8,1.8,151.5,184.3,82.20293,
釧路・根室,根室,別海町,内日帰客,4.5,23.5,48.5,34.7,51.7,72.4,12.8,3.9,1.3,2,2.7,2.6,260.6,291.2,89.491758,
釧路・根室,根室,別海町,内宿泊客,0.7,1.2,1.6,1.9,2,2,1.5,1,0.8,0.7,0.9,0.6,14.9,16.1,92.546584,
釧路・根室,根室,別海町,宿泊客延数,1.2,2.1,2.8,3.4,5,2.9,2.5,1.9,1.8,1.6,1.9,1.2,28.3,31.8,88.993711,
釧路・根室,根室,中標津町,入込総数,6.7,28,23,48.2,97.9,49.7,22.5,9.4,5.1,5.7,32.6,6.9,335.7,317.6,105.698992,
釧路・根室,根室,中標津町,内道外客,1.1,8.3,8.8,16.9,37.6,17.1,9.9,2.6,1.3,1.1,3.5,1.2,109.4,92.6,118.142549,
釧路・根室,根室,中標津町,内道内客,5.6,19.7,14.2,31.3,60.3,32.6,12.6,6.8,3.8,4.6,29.1,5.7,226.3,225,100.577778,
釧路・根室,根室,中標津町,内日帰客,4.3,24.8,19.1,43.2,92.4,44.7,17.7,5.9,1.9,2.9,29.7,4,290.6,270.2,107.549963,
釧路・根室,根室,中標津町,内宿泊客,2.4,3.2,3.9,5,5.5,5,4.8,3.5,3.2,2.8,2.9,2.9,45.1,47.4,95.147679,
釧路・根室,根室,中標津町,宿泊客延数,3.1,4.1,5.1,6.1,6.7,6.1,6,4.6,4.1,3.5,3.7,3.6,56.7,57.8,98.096886,
釧路・根室,根室,標津町,入込総数,5.9,25,26.1,40.1,89.8,73.1,29.7,6.5,2.4,18.1,25.5,2.9,345.1,330.9,104.291327,
釧路・根室,根室,標津町,内道外客,3.3,7.6,11.6,20.4,34.9,38.4,12.9,2.5,0.6,0.5,2,1.4,136.1,134.9,100.889548,
釧路・根室,根室,標津町,内道内客,2.6,17.4,14.5,19.7,54.9,34.7,16.8,4,1.8,17.6,23.5,1.5,209,196,106.632653,
釧路・根室,根室,標津町,内日帰客,5.6,24.5,25.2,39.2,88.5,71.8,28.6,6.2,2.2,17.7,25,2.5,337,323.3,104.23755,
釧路・根室,根室,標津町,内宿泊客,0.3,0.5,0.9,0.9,1.3,1.3,1.1,0.3,0.2,0.4,0.5,0.4,8.1,7.6,106.578947,
釧路・根室,根室,標津町,宿泊客延数,0.6,1,1.7,1.8,2.4,2.9,1.7,1.1,0.7,0.9,1,0.8,16.6,16.7,99.401198,
釧路・根室,根室,羅臼町,入込総数,9,41,52.4,92.6,161.9,100.2,71,6.6,4.3,4.1,8.9,3.3,555.3,520.6,106.665386,
釧路・根室,根室,羅臼町,内道外客,1.8,9.5,17.9,34.1,54.4,33.8,6.9,1.5,0.7,1,3.7,1,166.3,167.8,99.106079,
釧路・根室,根室,羅臼町,内道内客,7.2,31.5,34.5,58.5,107.5,66.4,64.1,5.1,3.6,3.1,5.2,2.3,389,352.8,110.260771,
釧路・根室,根室,羅臼町,内日帰客,6.9,38.7,48.3,86.6,136.4,89.8,65.3,3.1,1.6,0.3,0.5,0.2,477.7,456.7,104.598205,
釧路・根室,根室,羅臼町,内宿泊客,2.1,2.3,4.1,6,25.5,10.4,5.7,3.5,2.7,3.8,8.4,3.1,77.6,63.9,121.43975,
釧路・根室,根室,羅臼町,宿泊客延数,2.1,2.3,4.1,6.7,25.9,10.6,6.5,3.5,3.8,3.8,8.4,3.2,80.9,65.2,124.079755,
