area,promotion_bureau,commune,type,april,may,june,july,august,september,october,november,december,january,february,march,sum,previous_year,comparison_with_previous_year
オホーツク,オホーツク,訓子府町,内宿泊客,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,
オホーツク,オホーツク,訓子府町,宿泊客延数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,
オホーツク,オホーツク,置戸町,入込総数,0.9,4.4,10.7,5,4.5,3.7,3.5,1,0.4,0.9,0.5,0.6,36.1,86.4,41.782407,
オホーツク,オホーツク,置戸町,内道外客,0,0,0.2,0.2,0.2,0.1,0.1,0,0,0,0,0,0.8,1.7,47.058824,
オホーツク,オホーツク,置戸町,内道内客,0.9,4.4,10.5,4.8,4.3,3.6,3.4,1,0.4,0.9,0.5,0.6,35.3,84.7,41.676505,
オホーツク,オホーツク,置戸町,内日帰客,0.8,4.4,10.6,4.9,4.4,3.7,3.4,1,0.4,0.9,0.5,0.6,35.6,83.2,42.788462,
オホーツク,オホーツク,置戸町,内宿泊客,0.1,0,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0.5,3.2,15.625,
オホーツク,オホーツク,置戸町,宿泊客延数,0.1,0,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0.5,3.5,14.285714,
オホーツク,オホーツク,佐呂間町,入込総数,8.3,29.4,22,28.6,43,32.3,11.6,5.1,3,2.1,5.1,3.1,193.6,198.2,97.679112,
オホーツク,オホーツク,佐呂間町,内道外客,1.8,13.2,9.6,12.2,21.8,13.1,2.7,0.9,0.7,0.5,1.6,0.7,78.8,64.7,121.79289,
オホーツク,オホーツク,佐呂間町,内道内客,6.5,16.2,12.4,16.4,21.2,19.2,8.9,4.2,2.3,1.6,3.5,2.4,114.8,133.5,85.992509,
オホーツク,オホーツク,佐呂間町,内日帰客,7.9,26.6,19.6,24.8,38.1,29,10,4.7,2.7,1.7,4.7,3,172.8,177.5,97.352113,
オホーツク,オホーツク,佐呂間町,内宿泊客,0.4,2.8,2.4,3.8,4.9,3.3,1.6,0.4,0.3,0.4,0.4,0.1,20.8,20.7,100.483092,
オホーツク,オホーツク,佐呂間町,宿泊客延数,0.4,2.9,2.5,4,4.9,3.6,1.6,0.5,0.3,0.4,0.5,0.2,21.8,22.6,96.460177,
オホーツク,オホーツク,遠軽町,入込総数,11,31.1,20.5,36,59,69.9,15.8,10,8.9,15.7,14.7,12.6,305.2,273,111.794872,
オホーツク,オホーツク,遠軽町,内道外客,1.5,4.1,3.4,5.1,9.5,10,2.4,1.5,1.3,2.4,2.2,3.3,46.7,40.8,114.460784,
オホーツク,オホーツク,遠軽町,内道内客,9.5,27,17.1,30.9,49.5,59.9,13.4,8.5,7.6,13.3,12.5,9.3,258.5,232.2,111.326443,
オホーツク,オホーツク,遠軽町,内日帰客,9.8,28.3,17.9,29.7,43,66,13.1,7.9,7.2,13.6,12.9,10.9,260.3,229.6,113.37108,
オホーツク,オホーツク,遠軽町,内宿泊客,1.2,2.8,2.6,6.3,16,3.9,2.7,2.1,1.7,2.1,1.8,1.7,44.9,43.4,103.456221,
オホーツク,オホーツク,遠軽町,宿泊客延数,1.3,2.9,2.7,6.5,16.5,4.1,2.8,2.2,1.8,2.2,1.9,1.8,46.7,44.4,105.18018,
オホーツク,オホーツク,湧別町,入込総数,19.8,131.1,41.1,68.6,80.8,51.9,23,13.2,10.5,12.4,13.3,12.9,478.6,471.1,101.592019,
オホーツク,オホーツク,湧別町,内道外客,5.6,35.3,11.4,15.5,19.7,12.3,5.7,3.7,3.1,3,3.6,6.6,125.5,121,103.719008,
オホーツク,オホーツク,湧別町,内道内客,14.2,95.8,29.7,53.1,61.1,39.6,17.3,9.5,7.4,9.4,9.7,6.3,353.1,350.1,100.856898,
オホーツク,オホーツク,湧別町,内日帰客,19.7,130.4,36.8,66.8,78.1,50.6,22.6,13,10.4,12.2,13.2,12.8,466.6,452.8,103.047703,
オホーツク,オホーツク,湧別町,内宿泊客,0.1,0.7,4.3,1.8,2.7,1.3,0.4,0.2,0.1,0.2,0.1,0.1,12,18.3,65.57377,
オホーツク,オホーツク,湧別町,宿泊客延数,0.1,0.7,4.3,1.8,2.7,1.3,0.4,0.2,0.1,0.2,0.1,0.1,12,18.3,65.57377,
オホーツク,オホーツク,滝上町,入込総数,1.1,37.8,5.2,3.3,3.8,10.8,2.9,0.9,0.7,0.9,2.6,1.2,71.2,67.8,105.014749,
オホーツク,オホーツク,滝上町,内道外客,0.1,3.8,0.5,0.3,0.4,1.1,0.3,0.1,0.1,0.1,0.2,0.1,7.1,6.8,104.411765,
オホーツク,オホーツク,滝上町,内道内客,1,34,4.7,3,3.4,9.7,2.6,0.8,0.6,0.8,2.4,1.1,64.1,61,105.081967,
オホーツク,オホーツク,滝上町,内日帰客,0.8,36.1,3.8,1.7,2.2,9.3,1.5,0.3,0.2,0.2,1.8,0.5,58.4,57.6,101.388889,
オホーツク,オホーツク,滝上町,内宿泊客,0.3,1.7,1.4,1.6,1.6,1.5,1.4,0.6,0.5,0.7,0.8,0.7,12.8,10.2,125.490196,
オホーツク,オホーツク,滝上町,宿泊客延数,0.3,1.7,1.4,1.6,1.6,1.5,1.4,1.4,0.9,1,1.1,0.7,14.6,10.2,143.137255,
オホーツク,オホーツク,興部町,入込総数,1.4,4.5,2.9,6.4,9.6,4.7,2.6,1.1,0.6,0.3,0.5,0.7,35.3,34,103.823529,
オホーツク,オホーツク,興部町,内道外客,0.1,0.4,0.3,0.7,1,0.5,0.1,0.1,0,0,0,0,3.2,3.2,100,
オホーツク,オホーツク,興部町,内道内客,1.3,4.1,2.6,5.7,8.6,4.2,2.5,1,0.6,0.3,0.5,0.7,32.1,30.8,104.220779,
オホーツク,オホーツク,興部町,内日帰客,1.4,4.5,2.8,6.1,9.1,4.5,2.6,1.1,0.6,0.3,0.5,0.7,34.2,33.4,102.39521,
オホーツク,オホーツク,興部町,内宿泊客,0,0,0.1,0.3,0.5,0.2,0,0,0,0,0,0,1.1,0.6,183.333333,
オホーツク,オホーツク,興部町,宿泊客延数,0,0,0.1,0.3,0.5,0.2,0,0,0,0,0,0,1.1,0.6,183.333333,
オホーツク,オホーツク,西興部村,入込総数,2.2,4.7,2.2,3.6,5.9,3.8,2.6,1.9,1.4,1.4,1.2,1.7,32.6,30.7,106.188925,
オホーツク,オホーツク,西興部村,内道外客,0,0,0,0.9,1.3,1,0.2,0.3,0.3,0.3,0.1,0.2,4.6,4.1,112.195122,
オホーツク,オホーツク,西興部村,内道内客,2.2,4.7,2.2,2.7,4.6,2.8,2.4,1.6,1.1,1.1,1.1,1.5,28,26.6,105.263158,
オホーツク,オホーツク,西興部村,内日帰客,1.9,4,1.6,2.8,4.7,3,1.8,1.2,0.9,0.9,0.7,1.2,24.7,23.6,104.661017,
オホーツク,オホーツク,西興部村,内宿泊客,0.3,0.7,0.6,0.8,1.2,0.8,0.8,0.7,0.5,0.5,0.5,0.5,7.9,7.1,111.267606,
オホーツク,オホーツク,西興部村,宿泊客延数,0.3,0.7,0.6,0.8,1.2,0.8,0.8,0.7,0.5,0.5,0.5,0.5,7.9,7.1,111.267606,
オホーツク,オホーツク,雄武町,入込総数,7.2,8.6,7.4,8.2,10.8,8.6,7.2,6.5,6.1,6.6,6,7.3,90.5,88.3,102.491506,
オホーツク,オホーツク,雄武町,内道外客,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.4,0,0.2,0.4,0.3,2.9,3,96.666667,
オホーツク,オホーツク,雄武町,内道内客,7.1,8.5,7.2,7.9,10.5,8.3,6.9,6.1,6.1,6.4,5.6,7,87.6,85.3,102.696366,
オホーツク,オホーツク,雄武町,内日帰客,6.6,7.6,6.4,7,9.4,7.3,6,5.5,5.4,6.1,5,6.5,78.8,77.5,101.677419,
オホーツク,オホーツク,雄武町,内宿泊客,0.6,1,1,1.2,1.4,1.3,1.2,1,0.7,0.5,1,0.8,11.7,10.8,108.333333,
オホーツク,オホーツク,雄武町,宿泊客延数,0.6,1,1,1.2,1.4,1.3,1.2,1,0.7,0.5,1,0.8,11.7,10.8,108.333333,
オホーツク,オホーツク,大空町,入込総数,37.7,167.8,82.8,121.2,204.4,119.9,60.9,33.6,25.8,29.3,40.4,35.3,959.1,872.7,109.900309,
オホーツク,オホーツク,大空町,内道外客,18.1,51.9,35.5,61.6,93.6,64.3,29.8,17.9,13.6,15.4,20.7,18.2,440.6,403,109.330025,
オホーツク,オホーツク,大空町,内道内客,19.6,115.9,47.3,59.6,110.8,55.6,31.1,15.7,12.2,13.9,19.7,17.1,518.5,469.7,110.38961,
オホーツク,オホーツク,大空町,内日帰客,37.3,167,81.7,119.6,202.4,118.4,59.8,32.6,25.4,28.7,39.3,34.7,946.9,860.1,110.09185,
オホーツク,オホーツク,大空町,内宿泊客,0.4,0.8,1.1,1.6,2,1.5,1.1,1,0.4,0.6,1.1,0.6,12.2,12.6,96.825397,
オホーツク,オホーツク,大空町,宿泊客延数,0.5,0.8,1.2,1.6,2,1.6,1.2,1.1,0.5,0.6,1.1,0.6,12.8,13.4,95.522388,
十勝,十勝,帯広市,入込総数,151.1,233.5,245.4,386.8,767.2,299.9,169.70000000000,129.80000000000,77.40000000000,65.10000000000,99.60000000000,79.00000000000,2704.5,2576.7,104.959832,
十勝,十勝,帯広市,内道外客,48,79.7,92.6,146.8,308.1,115.3,82.90000000000,65.80000000000,42.60000000000,34.40000000000,51.70000000000,41.60000000000,1109.5,939.9,118.044473,
十勝,十勝,帯広市,内道内客,103.1,153.8,152.8,240,459.1,184.6,86.80000000000,64.00000000000,34.80000000000,30.70000000000,47.90000000000,37.40000000000,1595,1636.8,97.446237,
十勝,十勝,帯広市,内日帰客,95,161.8,170.9,296.6,668.5,211.3,106.60000000000,80.50000000000,31.30000000000,21.10000000000,49.10000000000,15.00000000000,1907.7,1768.1,107.895481,
十勝,十勝,帯広市,内宿泊客,56.1,71.7,74.5,90.2,98.7,88.6,63.10000000000,49.30000000000,46.10000000000,44.00000000000,50.50000000000,64.00000000000,796.8,808.6,98.540688,
十勝,十勝,帯広市,宿泊客延数,67.5,86.8,91.7,111.7,125.3,110.4,79.30000000000,64.20000000000,58.70000000000,56.60000000000,65.80000000000,59.60000000000,977.6,1023.6,95.506057,
十勝,十勝,音更町,入込総数,74.5,152.2,130.1,158,186.5,146.5,117.90000000000,72.30000000000,62.20000000000,93.50000000000,145.00000000000,65.20000000000,1403.9,1402.5,100.099822,
十勝,十勝,音更町,内道外客,13.4,28.2,37.4,48.5,41,36.1,42.10000000000,19.10000000000,15.60000000000,15.80000000000,47.10000000000,15.30000000000,359.6,352.4,102.043133,
十勝,十勝,音更町,内道内客,61.1,124,92.7,109.5,145.5,110.4,75.80000000000,53.20000000000,46.60000000000,77.70000000000,97.90000000000,49.90000000000,1044.3,1050.1,99.447672,
十勝,十勝,音更町,内日帰客,51.8,121,96.3,117.3,140.2,109,74.40000000000,41.40000000000,31.90000000000,60.80000000000,108.90000000000,35.90000000000,988.9,984.1,100.487755,
十勝,十勝,音更町,内宿泊客,22.7,31.2,33.8,40.7,46.3,37.5,43.50000000000,30.90000000000,30.30000000000,32.70000000000,36.10000000000,29.30000000000,415,418.4,99.18738,
十勝,十勝,音更町,宿泊客延数,24,32,34.9,41.9,49,38.6,45.90000000000,32.50000000000,31.70000000000,34.50000000000,37.30000000000,30.70000000000,433,440.8,98.23049,
十勝,十勝,士幌町,入込総数,8.3,15.1,11.2,14.4,18.2,13.7,10.90000000000,6.60000000000,5.00000000000,5.00000000000,5.60000000000,7.00000000000,121,116.1,104.2205,
十勝,十勝,士幌町,内道外客,1.9,3.4,2.5,3.2,4,3,2.40000000000,1.40000000000,1.00000000000,1.10000000000,1.20000000000,1.60000000000,26.7,25.8,103.488372,
十勝,十勝,士幌町,内道内客,6.4,11.7,8.7,11.2,14.2,10.7,8.50000000000,5.20000000000,4.00000000000,3.90000000000,4.40000000000,5.40000000000,94.3,90.3,104.429679,
十勝,十勝,士幌町,内日帰客,7.6,13.9,10,12.4,15.8,12,9.40000000000,5.50000000000,4.10000000000,4.40000000000,4.80000000000,6.30000000000,106.2,102.5,103.609756,
十勝,十勝,士幌町,内宿泊客,0.7,1.2,1.2,2,2.4,1.7,1.50000000000,1.10000000000,0.90000000000,0.60000000000,0.80000000000,0.70000000000,14.8,13.6,108.823529,
十勝,十勝,士幌町,宿泊客延数,0.7,1.2,1.2,2,2.4,1.7,1.50000000000,1.10000000000,0.00000000000,0.60000000000,0.80000000000,0.70000000000,13.9,13.6,102.205882,
十勝,十勝,上士幌町,入込総数,5.6,11.1,36.6,44.8,97.2,51.5,41.30000000000,13.90000000000,13.30000000000,14.10000000000,17.40000000000,18.70000000000,365.5,359.6,101.640712,
十勝,十勝,上士幌町,内道外客,1.5,3.2,9.9,12.7,27.3,15.6,11.60000000000,2.20000000000,3.20000000000,3.90000000000,5.10000000000,4.90000000000,101.1,99.3,101.812689,
十勝,十勝,上士幌町,内道内客,4.1,7.9,26.7,32.1,69.9,35.9,29.70000000000,11.70000000000,10.10000000000,10.20000000000,12.30000000000,13.80000000000,264.4,260.3,101.575106,
十勝,十勝,上士幌町,内日帰客,4.9,9.8,31.6,38.1,85.7,45.3,36.80000000000,12.00000000000,10.70000000000,11.00000000000,15.10000000000,16.30000000000,317.3,312,101.698718,
十勝,十勝,上士幌町,内宿泊客,0.7,1.3,5,6.7,11.5,6.2,4.50000000000,1.90000000000,2.60000000000,3.10000000000,2.30000000000,2.40000000000,48.2,47.6,101.260504,
十勝,十勝,上士幌町,宿泊客延数,0.7,1.3,5,6.8,11.8,6.4,5.40000000000,2.70000000000,4.80000000000,3.30000000000,2.50000000000,2.70000000000,53.4,52.7,101.328273,
十勝,十勝,鹿追町,入込総数,43.5,85.7,83.6,114.7,134.1,120.1,87.00000000000,23.50000000000,12.90000000000,21.10000000000,53.30000000000,34.10000000000,813.6,809.6,100.494071,
十勝,十勝,鹿追町,内道外客,0.2,3,7.2,15,15.6,21.6,6.30000000000,0.60000000000,0.50000000000,3.90000000000,26.70000000000,14.80000000000,115.4,44.4,259.90991,
十勝,十勝,鹿追町,内道内客,43.3,82.7,76.4,99.7,118.5,98.5,80.70000000000,22.90000000000,12.40000000000,17.20000000000,26.60000000000,19.30000000000,698.2,765.2,91.244119,
十勝,十勝,鹿追町,内日帰客,42.2,81.5,77.6,105.7,124.6,106.3,78.90000000000,21.10000000000,11.20000000000,17.30000000000,47.20000000000,30.40000000000,744,747.6,99.518459,
十勝,十勝,鹿追町,内宿泊客,1.3,4.2,6,9,9.5,13.8,8.10000000000,2.40000000000,1.70000000000,3.80000000000,6.10000000000,3.70000000000,69.6,62,112.258065,
十勝,十勝,鹿追町,宿泊客延数,1.3,4.2,6,9,9.5,13.8,8.10000000000,2.40000000000,1.70000000000,3.80000000000,6.10000000000,3.70000000000,69.6,62,112.258065,
十勝,十勝,新得町,入込総数,14.6,36.4,35.9,34.6,98.2,70.4,23.60000000000,21.20000000000,195.90000000000,293.80000000000,180.70000000000,119.00000000000,1124.3,1075.8,104.508273,
十勝,十勝,新得町,内道外客,3.2,8,7.9,7.6,21.6,15.5,5.20000000000,4.70000000000,43.10000000000,64.60000000000,39.80000000000,26.20000000000,247.4,236.9,104.43225,
十勝,十勝,新得町,内道内客,11.4,28.4,28,27,76.6,54.9,18.40000000000,16.50000000000,152.80000000000,229.20000000000,140.90000000000,92.80000000000,876.9,838.9,104.529741,
十勝,十勝,新得町,内日帰客,12.5,30.2,28.5,18.8,83.3,59.5,13.90000000000,15.80000000000,174.80000000000,268.40000000000,158.30000000000,103.50000000000,967.5,934.5,103.5313,
十勝,十勝,新得町,内宿泊客,2.1,6.2,7.4,15.8,14.9,10.9,9.70000000000,5.40000000000,21.10000000000,25.40000000000,22.40000000000,15.50000000000,156.8,141.3,110.969568,
十勝,十勝,新得町,宿泊客延数,2.6,7.6,9,19.3,18.2,13.3,11.80000000000,6.60000000000,25.70000000000,31.00000000000,27.30000000000,18.90000000000,191.3,172.4,110.962877,
十勝,十勝,清水町,入込総数,0.9,5.3,17.3,14.4,9.5,7.4,5.90000000000,0.40000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,61.1,53.8,113.568773,
十勝,十勝,清水町,内道外客,0.2,2.7,8.3,10.5,5.6,4.4,2.40000000000,0.10000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,34.2,36.8,92.934783,
十勝,十勝,清水町,内道内客,0.7,2.6,9,3.9,3.9,3,3.50000000000,0.30000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,26.9,17,158.235294,
十勝,十勝,清水町,内日帰客,0.9,5.3,17.3,14.4,9.5,7.4,5.90000000000,0.40000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,61.1,53.8,113.568773,
十勝,十勝,清水町,内宿泊客,0,0,0,0,0,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,－,
十勝,十勝,清水町,宿泊客延数,0,0,0,0,0,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,－,
十勝,十勝,芽室町,入込総数,1.3,24.8,18.6,24,31.3,22.7,21.30000000000,12.40000000000,4.00000000000,17.10000000000,21.90000000000,7.80000000000,207.2,187.3,110.624666,
十勝,十勝,芽室町,内道外客,0,0.1,0.3,0.4,0.6,0.3,0.10000000000,0.00000000000,0.00000000000,0.00000000000,0.80000000000,0.00000000000,2.6,1.9,136.842105,
十勝,十勝,芽室町,内道内客,1.3,24.7,18.3,23.6,30.7,22.4,21.20000000000,12.40000000000,4.00000000000,17.10000000000,21.10000000000,7.80000000000,204.6,185.4,110.355987,
十勝,十勝,芽室町,内日帰客,1.1,24.4,18.2,23.5,30.8,22.2,20.90000000000,12.20000000000,3.80000000000,16.90000000000,21.70000000000,7.60000000000,203.3,182.3,111.519473,
十勝,十勝,芽室町,内宿泊客,0.2,0.4,0.4,0.5,0.5,0.5,0.40000000000,0.20000000000,0.20000000000,0.20000000000,0.20000000000,0.20000000000,3.9,5,78,
十勝,十勝,芽室町,宿泊客延数,0.2,0.4,0.5,0.6,0.7,0.6,0.40000000000,0.20000000000,0.20000000000,0.30000000000,0.20000000000,0.20000000000,4.5,5,90,
十勝,十勝,中札内村,入込総数,68.4,163.9,119.7,122.9,142.2,118.2,90.50000000000,39.30000000000,4.60000000000,3.20000000000,4.40000000000,6.70000000000,884,945.2,93.52518,
十勝,十勝,中札内村,内道外客,13.6,32.7,23.9,24.5,28.4,23.6,18.10000000000,7.90000000000,0.90000000000,0.60000000000,0.90000000000,1.30000000000,176.4,350.7,50.299401,
十勝,十勝,中札内村,内道内客,54.8,131.2,95.8,98.4,113.8,94.6,72.40000000000,31.40000000000,3.70000000000,2.60000000000,3.50000000000,5.40000000000,707.6,594.5,119.02439,
十勝,十勝,中札内村,内日帰客,68.4,163.9,119.7,122.9,142.2,118.2,90.50000000000,39.30000000000,4.60000000000,3.20000000000,4.40000000000,6.70000000000,884,945.2,93.52518,
十勝,十勝,中札内村,内宿泊客,0,0,0,0,0,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,－,
十勝,十勝,中札内村,宿泊客延数,0,0,0,0,0,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,－,
十勝,十勝,更別村,入込総数,0.7,6.6,4.6,12.1,15.8,5.8,4.80000000000,2.10000000000,0.00000000000,1.10000000000,0.40000000000,0.20000000000,54.2,49.8,108.835341,
十勝,十勝,更別村,内道外客,0,0.1,0,0.3,0.3,0.1,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.8,0.7,114.285714,
十勝,十勝,更別村,内道内客,0.7,6.5,4.6,11.8,15.5,5.7,4.80000000000,2.10000000000,0.00000000000,1.10000000000,0.40000000000,0.20000000000,53.4,49.1,108.757637,
十勝,十勝,更別村,内日帰客,0.7,6,4.4,11,12.9,4.9,4.30000000000,2.00000000000,0.00000000000,1.00000000000,0.30000000000,0.10000000000,47.6,43.8,108.675799,
十勝,十勝,更別村,内宿泊客,0,0.6,0.2,1.1,2.9,0.9,0.50000000000,0.10000000000,0.00000000000,0.10000000000,0.10000000000,0.10000000000,6.6,6,110,
十勝,十勝,更別村,宿泊客延数,0,0.6,0.2,1.1,2.9,0.9,0.50000000000,0.10000000000,0.00000000000,0.10000000000,0.10000000000,0.10000000000,6.6,6,110,
十勝,十勝,大樹町,入込総数,2.6,4.8,3,4,8.5,9.6,4.60000000000,3.60000000000,2.90000000000,3.60000000000,2.70000000000,3.30000000000,53.2,43.7,121.73913,
十勝,十勝,大樹町,内道外客,0.3,0.6,0.4,0.5,1,1.2,0.10000000000,0.10000000000,0.10000000000,0.10000000000,0.10000000000,0.10000000000,4.6,3.5,131.428571,
十勝,十勝,大樹町,内道内客,2.3,4.2,2.6,3.5,7.5,8.4,4.50000000000,3.50000000000,2.80000000000,3.50000000000,2.60000000000,3.20000000000,48.6,40.2,120.895522,
十勝,十勝,大樹町,内日帰客,1.9,4.2,2.2,2.9,7.2,8.7,3.80000000000,3.00000000000,2.40000000000,3.20000000000,2.30000000000,2.70000000000,44.5,36,123.611111,
十勝,十勝,大樹町,内宿泊客,0.7,0.6,0.8,1.1,1.3,0.9,0.80000000000,0.60000000000,0.50000000000,0.40000000000,0.40000000000,0.60000000000,8.7,7.7,112.987013,
十勝,十勝,大樹町,宿泊客延数,0.7,0.6,0.9,1.2,1.5,1,0.90000000000,0.60000000000,0.50000000000,0.50000000000,0.50000000000,0.60000000000,9.5,8.5,111.764706,
十勝,十勝,広尾町,入込総数,2.7,2.5,8.3,11,20,9.1,14.50000000000,17.20000000000,24.30000000000,4.80000000000,3.70000000000,3.60000000000,121.7,119.4,101.926298,
十勝,十勝,広尾町,内道外客,0.2,0.2,0.3,0.4,0.7,0.5,0.70000000000,1.00000000000,1.00000000000,0.10000000000,0.10000000000,0.10000000000,5.3,5.1,103.921569,
十勝,十勝,広尾町,内道内客,2.5,2.3,8,10.6,19.3,8.6,13.80000000000,16.20000000000,23.30000000000,4.70000000000,3.60000000000,3.50000000000,116.4,114.3,101.83727,
十勝,十勝,広尾町,内日帰客,1.2,1.1,5.3,6.6,13.8,5.3,13.30000000000,15.70000000000,22.60000000000,4.10000000000,2.90000000000,2.80000000000,94.7,92.7,102.157497,
十勝,十勝,広尾町,内宿泊客,1.5,1.4,3,4.4,6.2,3.8,1.20000000000,1.50000000000,1.70000000000,0.70000000000,0.80000000000,0.80000000000,27,26.7,101.123596,
十勝,十勝,広尾町,宿泊客延数,1.8,1.7,3,4.8,6.8,4.6,2.50000000000,2.80000000000,2.90000000000,1.80000000000,1.50000000000,1.40000000000,35.6,34.7,102.59366,
十勝,十勝,幕別町,入込総数,24,59.6,67,74.3,68.5,62.4,64.10000000000,32.00000000000,21.30000000000,24.30000000000,23.10000000000,22.40000000000,543,564.9,96.123208,
十勝,十勝,幕別町,内道外客,4.1,16.2,22.5,32.2,31,25.2,18.50000000000,3.90000000000,2.10000000000,3.70000000000,4.40000000000,3.10000000000,166.9,145,115.103448,
十勝,十勝,幕別町,内道内客,19.9,43.4,44.5,42.1,37.5,37.2,45.60000000000,28.10000000000,19.20000000000,20.60000000000,18.70000000000,19.30000000000,376.1,419.9,89.568945,
十勝,十勝,幕別町,内日帰客,20.4,51.9,58.5,63.4,56.8,52.5,53.10000000000,25.00000000000,16.00000000000,17.70000000000,15.80000000000,17.00000000000,448.1,468.5,95.645678,
十勝,十勝,幕別町,内宿泊客,3.6,7.7,8.5,10.9,11.7,9.9,11.00000000000,7.00000000000,5.30000000000,6.60000000000,7.30000000000,5.40000000000,94.9,96.4,98.443983,
十勝,十勝,幕別町,宿泊客延数,4,8.5,9.3,12,12.9,10.9,12.10000000000,7.70000000000,5.80000000000,7.30000000000,8.10000000000,5.90000000000,104.5,106.8,97.846442,
十勝,十勝,池田町,入込総数,13.9,32.5,21.5,27,34.8,29.4,38.90000000000,18.80000000000,12.70000000000,14.40000000000,21.20000000000,18.90000000000,284,257.3,110.376992,
十勝,十勝,池田町,内道外客,4.2,9.7,6.4,8.1,10.4,8.8,11.70000000000,5.70000000000,3.80000000000,4.30000000000,6.40000000000,5.70000000000,85.2,77.1,110.505837,
十勝,十勝,池田町,内道内客,9.7,22.8,15.1,18.9,24.4,20.6,27.20000000000,13.10000000000,8.90000000000,10.10000000000,14.80000000000,13.20000000000,198.8,180.2,110.321865,
十勝,十勝,池田町,内日帰客,13.8,32.1,21.1,26.2,33.3,28.6,38.50000000000,18.60000000000,12.50000000000,14.00000000000,21.00000000000,18.80000000000,278.5,253.3,109.948677,
十勝,十勝,池田町,内宿泊客,0.1,0.4,0.4,0.8,1.5,0.8,0.40000000000,0.20000000000,0.20000000000,0.40000000000,0.20000000000,0.10000000000,5.5,4,137.5,
十勝,十勝,池田町,宿泊客延数,0.1,0.4,0.4,0.9,1.7,0.9,0.50000000000,0.20000000000,0.20000000000,0.40000000000,0.20000000000,0.10000000000,6,5.2,115.384615,
十勝,十勝,豊頃町,入込総数,0.3,5.7,4.1,7.7,12,18,4.40000000000,1.40000000000,0.70000000000,0.30000000000,0.40000000000,0.60000000000,55.6,53.8,103.345725,
十勝,十勝,豊頃町,内道外客,0,0.1,0.1,0.1,1,0.1,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.4,0.3,466.666667,
十勝,十勝,豊頃町,内道内客,0.3,5.6,4,7.6,11,17.9,4.40000000000,1.40000000000,0.70000000000,0.30000000000,0.40000000000,0.60000000000,54.2,53.5,101.308411,
十勝,十勝,豊頃町,内日帰客,0.3,5.4,3.8,7,10.6,17.5,4.00000000000,1.00000000000,0.30000000000,9.9999999999999978E-2,0.20000000000,0.40000000000,50.6,48.5,104.329897,
十勝,十勝,豊頃町,内宿泊客,0,0.3,0.3,0.7,1.4,0.5,0.40000000000,0.40000000000,0.40000000000,0.20000000000,0.20000000000,0.20000000000,5,5.3,94.339623,
十勝,十勝,豊頃町,宿泊客延数,0,0.3,0.3,0.7,1.4,0.5,0.40000000000,0.40000000000,0.40000000000,0.20000000000,0.20000000000,0.20000000000,5,5.3,94.339623,
十勝,十勝,本別町,入込総数,34.2,78.2,46,58.1,87.6,55.3,39.20000000000,26.40000000000,20.60000000000,22.30000000000,19.20000000000,25.60000000000,512.7,509.3,100.667583,
十勝,十勝,本別町,内道外客,0.2,0.3,0.4,0.6,0.7,0.6,0.50000000000,0.20000000000,0.20000000000,0.20000000000,0.10000000000,0.10000000000,4.1,3.7,110.810811,
十勝,十勝,本別町,内道内客,34,77.9,45.6,57.5,86.9,54.7,38.70000000000,26.20000000000,20.40000000000,22.10000000000,19.10000000000,25.50000000000,508.6,505.6,100.593354,
十勝,十勝,本別町,内日帰客,33.5,77.3,44.8,56.4,85.6,53.7,37.70000000000,25.50000000000,19.70000000000,21.30000000000,18.40000000000,24.80000000000,498.7,494.5,100.849343,
十勝,十勝,本別町,内宿泊客,0.7,0.9,1.2,1.7,2,1.6,1.50000000000,0.90000000000,0.90000000000,1.00000000000,0.80000000000,0.80000000000,14,14.8,94.594595,
十勝,十勝,本別町,宿泊客延数,0.8,1.1,1.4,2,2.4,1.9,1.80000000000,1.10000000000,1.10000000000,1.20000000000,1.00000000000,1.00000000000,16.8,17.8,94.382022,
十勝,十勝,足寄町,入込総数,15.8,25.4,91.7,135.1,137.3,73.4,21.60000000000,10.40000000000,6.80000000000,7.60000000000,8.10000000000,11.60000000000,544.8,567.4,96.016919,
十勝,十勝,足寄町,内道外客,3,4.9,17.7,26.1,26.5,14.2,4.20000000000,2.00000000000,1.30000000000,1.50000000000,1.60000000000,2.20000000000,105.2,109.4,96.160878,
