area,promotion_bureau,commune,type,april,may,june,july,august,september,october,november,december,january,february,march,sum,previous_year,comparison_with_previous_year
道央,胆振,安平町,入込総数,23.1,31.4,37.2,61.5,39.1,17.5,17.8,11.4,9.7,48.4,44.5,16.7,358.3,358.6,99.9,
道央,胆振,安平町,内道外客,2.3,5.9,9.3,12.1,8.2,3.4,2.4,1.9,1.2,1.1,5.9,4.8,58.5,60.7,96.4,
道央,胆振,安平町,内道内客,20.8,25.5,27.9,49.4,30.9,14.1,15.4,9.5,8.5,47.3,38.6,11.9,299.8,297.9,100.6,
道央,胆振,安平町,内日帰客,22.4,30.1,35,57.6,32.7,16.5,17.3,11.1,9.4,48.1,44.2,16.4,340.8,340.3,100.1,
道央,胆振,安平町,内宿泊客,0.7,1.3,2.2,3.9,6.4,1,0.5,0.3,0.3,0.3,0.3,0.3,17.5,18.3,95.6,
道央,胆振,安平町,宿泊客延数,0.7,1.4,2.4,4.1,6.5,1,0.70000000000,0.70000000000,0.70000000000,0.70000000000,0.90000000000,0.90000000000,20.7,20,103.5,
道央,胆振,むかわ町,入込総数,9.7,21.1,9.8,24.2,25.8,20.4,7.3,54.3,5.7,4.1,3.9,5.4,191.7,152.9,125.4,
道央,胆振,むかわ町,内道外客,0.4,0.6,0.4,0.5,0.6,1.8,0.3,0.3,0.3,0.2,0.2,0.3,5.9,5.1,115.7,
道央,胆振,むかわ町,内道内客,9.3,20.5,9.4,23.7,25.2,18.6,7,54,5.4,3.9,3.7,5.1,185.8,147.8,125.7,
道央,胆振,むかわ町,内日帰客,9,19.7,8.4,20.9,20.7,19.5,7.1,53.9,5.1,3.6,3.4,4.8,176.1,134.8,130.6,
道央,胆振,むかわ町,内宿泊客,0.7,1.4,1.4,3.3,5.1,0.9,0.2,0.4,0.6,0.5,0.5,0.6,15.6,18.1,86.2,
道央,胆振,むかわ町,宿泊客延数,0.7,1.4,1.4,3.3,5.1,0.9,0.20000000000,0.40000000000,0.60000000000,0.50000000000,0.50000000000,0.60000000000,15.6,18.1,86.2,
道央,日高,日高町,入込総数,28.3,48.8,37.4,52.4,65.2,35.8,39.20000000000,24.60000000000,20.90000000000,30.50000000000,24.20000000000,19.30000000000,426.6,367.6,116.1,
道央,日高,日高町,内道外客,5.2,8.8,6.6,8.2,10.1,5.5,3.60000000000,2.00000000000,1.70000000000,2.70000000000,2.10000000000,1.80000000000,58.3,48.7,119.7,
道央,日高,日高町,内道内客,23.1,40,30.8,44.2,55.1,30.3,35.60000000000,22.60000000000,19.20000000000,27.80000000000,22.10000000000,17.50000000000,368.3,318.9,115.5,
道央,日高,日高町,内日帰客,24.2,44.4,34.1,46,59.2,33.1,37.60000000000,23.30000000000,19.80000000000,28.10000000000,22.90000000000,18.10000000000,390.8,330.2,118.4,
道央,日高,日高町,内宿泊客,4.1,4.4,3.3,6.4,6,2.7,1.60000000000,1.30000000000,1.10000000000,2.40000000000,1.30000000000,1.20000000000,35.8,37.4,95.7,
道央,日高,日高町,宿泊客延数,6.5,5.9,4.2,7.3,10.6,4.1,3.10000000000,2.30000000000,2.00000000000,4.40000000000,2.20000000000,2.30000000000,54.9,67,81.9,
道央,日高,平取町,入込総数,14.9,27.4,25.6,25.5,32.7,14.7,22.30000000000,13.90000000000,9.30000000000,9.30000000000,9.60000000000,12.00000000000,217.2,220.7,98.4,
道央,日高,平取町,内道外客,1.2,2.2,2,2,2.6,1.2,2.70000000000,1.70000000000,1.10000000000,1.10000000000,1.20000000000,1.50000000000,20.5,20,102.5,
道央,日高,平取町,内道内客,13.7,25.2,23.6,23.5,30.1,13.5,19.60000000000,12.20000000000,8.20000000000,8.20000000000,8.40000000000,10.50000000000,196.7,200.7,98,
道央,日高,平取町,内日帰客,14.3,26.7,24.5,24.1,31.5,14.4,21.40000000000,13.50000000000,8.90000000000,8.80000000000,9.20000000000,11.80000000000,209.1,213,98.2,
道央,日高,平取町,内宿泊客,0.6,0.7,1.1,1.4,1.2,0.3,0.90000000000,0.40000000000,0.40000000000,0.50000000000,0.40000000000,0.20000000000,8.1,7.7,105.2,
道央,日高,平取町,宿泊客延数,0.6,0.7,1.1,1.4,1.2,0.3,0.90000000000,0.40000000000,0.40000000000,0.50000000000,0.40000000000,0.20000000000,8.1,7.7,105.2,
道央,日高,新冠町,入込総数,31.8,59.5,34.5,50.8,58.7,33.5,26.70000000000,20.10000000000,13.60000000000,12.70000000000,12.00000000000,16.00000000000,369.9,366,101.1,
道央,日高,新冠町,内道外客,3.6,7.2,4.4,6.2,7.8,4.6,2.90000000000,2.20000000000,1.50000000000,1.30000000000,1.30000000000,1.70000000000,44.7,44.4,100.7,
道央,日高,新冠町,内道内客,28.2,52.3,30.1,44.6,50.9,28.9,23.80000000000,17.90000000000,12.10000000000,11.40000000000,10.70000000000,14.30000000000,325.2,321.6,101.1,
道央,日高,新冠町,内日帰客,30.9,58,33.2,48.7,56.2,32.2,25.10000000000,19.10000000000,12.70000000000,12.00000000000,11.30000000000,15.20000000000,354.6,348.8,101.7,
道央,日高,新冠町,内宿泊客,0.9,1.5,1.3,2.1,2.5,1.3,1.60000000000,1.00000000000,0.90000000000,0.70000000000,0.70000000000,0.80000000000,15.3,17.2,89,
道央,日高,新冠町,宿泊客延数,1.1,1.8,1.5,2.5,3.2,1.6,1.90000000000,1.20000000000,1.10000000000,1.20000000000,0.80000000000,0.90000000000,18.8,21.2,88.7,
道央,日高,浦河町,入込総数,8.9,26.4,9.5,15.5,30.8,13.3,7.20000000000,5.40000000000,5.10000000000,4.60000000000,3.80000000000,5.00000000000,135.5,136.8,99,
道央,日高,浦河町,内道外客,4.3,6.6,4.3,5.3,7.5,5.4,4.70000000000,3.80000000000,3.00000000000,3.30000000000,2.50000000000,3.60000000000,54.3,55.2,98.4,
道央,日高,浦河町,内道内客,4.6,19.8,5.2,10.2,23.3,7.9,2.50000000000,1.60000000000,2.10000000000,1.30000000000,1.30000000000,1.40000000000,81.2,81.6,99.5,
道央,日高,浦河町,内日帰客,3.8,20.1,4.3,8.6,21.2,7.8,1.10000000000,0.80000000000,1.30000000000,0.70000000000,0.20000000000,1.10000000000,71,71.9,98.7,
道央,日高,浦河町,内宿泊客,5.1,6.3,5.2,6.9,9.6,5.5,6.10000000000,4.60000000000,3.80000000000,3.90000000000,3.60000000000,3.90000000000,64.5,64.9,99.4,
道央,日高,浦河町,宿泊客延数,5.4,6.7,5.5,7.4,10.3,5.8,6.40000000000,4.90000000000,3.90000000000,4.20000000000,3.80000000000,4.10000000000,68.4,68.7,99.6,
道央,日高,様似町,入込総数,5.8,10.4,8.7,10.6,31.3,6.6,6.60000000000,4.60000000000,3.70000000000,3.90000000000,3.60000000000,4.20000000000,100,104.6,95.6,
道央,日高,様似町,内道外客,1.2,1.8,1.9,2.4,4.1,1.5,1.50000000000,1.10000000000,0.90000000000,0.90000000000,0.80000000000,1.00000000000,19.1,19.9,96,
道央,日高,様似町,内道内客,4.6,8.6,6.8,8.2,27.2,5.1,5.10000000000,3.50000000000,2.80000000000,3.00000000000,2.80000000000,3.20000000000,80.9,84.7,95.5,
道央,日高,様似町,内日帰客,5.3,9.4,7.5,8.9,28.7,5.9,6.00000000000,4.10000000000,3.30000000000,3.60000000000,3.10000000000,3.70000000000,89.5,93.5,95.7,
道央,日高,様似町,内宿泊客,0.5,1,1.2,1.7,2.6,0.7,0.60000000000,0.50000000000,0.40000000000,0.30000000000,0.50000000000,0.50000000000,10.5,11.1,94.6,
道央,日高,様似町,宿泊客延数,0.9,1.6,1.6,2.5,3.4,1.5,1.30000000000,1.10000000000,1.00000000000,1.20000000000,1.40000000000,1.50000000000,19,20.7,91.8,
道央,日高,えりも町,入込総数,15.9,26.9,15.2,19.7,39.4,21.8,9.30000000000,6.30000000000,3.60000000000,2.60000000000,2.60000000000,3.40000000000,166.7,172.4,96.7,
道央,日高,えりも町,内道外客,7.3,12.4,7.2,9.7,19.1,10.5,6.50000000000,2.80000000000,1.40000000000,1.00000000000,1.10000000000,1.20000000000,80.2,80.1,100.1,
道央,日高,えりも町,内道内客,8.6,14.5,8,10,20.3,11.3,2.80000000000,3.50000000000,2.20000000000,1.60000000000,1.50000000000,2.20000000000,86.5,92.3,93.7,
道央,日高,えりも町,内日帰客,15.4,25.8,14.3,18.2,37.3,20.4,8.20000000000,5.20000000000,2.50000000000,1.70000000000,1.70000000000,2.70000000000,153.4,158.5,96.8,
道央,日高,えりも町,内宿泊客,0.5,1.1,0.9,1.5,2.1,1.4,1.10000000000,1.10000000000,1.10000000000,0.90000000000,0.90000000000,0.70000000000,13.3,13.9,95.7,
道央,日高,えりも町,宿泊客延数,0.5,1.9,1.5,2.5,3.1,2.2,1.50000000000,1.20000000000,1.20000000000,1.00000000000,1.00000000000,0.80000000000,18.4,19,96.8,
道央,日高,新ひだか町,入込総数,23.5,94.2,14.9,29,36.7,15.4,16.60000000000,11.80000000000,10.60000000000,10.90000000000,9.40000000000,12.30000000000,285.3,319.6,89.3,
道央,日高,新ひだか町,内道外客,2.5,17.4,2.2,3.3,6.2,2.7,3.70000000000,1.60000000000,1.30000000000,1.40000000000,1.20000000000,1.50000000000,45,52.5,85.7,
道央,日高,新ひだか町,内道内客,21,76.8,12.7,25.7,30.5,12.7,12.90000000000,10.20000000000,9.30000000000,9.50000000000,8.20000000000,10.80000000000,240.3,267.1,90,
道央,日高,新ひだか町,内日帰客,22.3,88.8,13.5,26,30.8,13.8,14.50000000000,11.40000000000,10.30000000000,10.60000000000,9.00000000000,12.10000000000,263.1,295,89.2,
道央,日高,新ひだか町,内宿泊客,1.2,5.4,1.4,3,5.9,1.6,2.10000000000,0.40000000000,0.30000000000,0.30000000000,0.40000000000,0.20000000000,22.2,24.6,90.2,
道央,日高,新ひだか町,宿泊客延数,1.6,8.1,1.8,4,7.6,2.1,3.90000000000,1.40000000000,1.10000000000,1.10000000000,1.00000000000,1.20000000000,34.9,39.7,87.9,
道南,渡島,函館市,入込総数,446.5,630.2,554.5,571.2,625,423.9,447.1,345.8,392.9,265,258,301.2,5261.3,5246.8,100.3,
道南,渡島,函館市,内道外客,288.3,405.5,353.6,356.3,384.6,262.5,270.1,225.9,285.8,186,181.3,205.5,3405.4,3420.9,99.5,
道南,渡島,函館市,内道内客,158.2,224.7,200.9,214.9,240.4,161.4,177,119.9,107.1,79,76.7,95.7,1855.9,1825.9,101.6,
道南,渡島,函館市,内日帰客,186,279,186,132.8,168.6,182.6,208.7,114.1,120.8,66.5,75.6,67,1787.7,1676.6,106.6,
道南,渡島,函館市,内宿泊客,260.5,351.2,368.5,438.4,456.4,241.3,238.4,231.7,272.1,198.5,182.4,234.2,3473.6,3570.2,97.3,
道南,渡島,函館市,宿泊客延数,328.2,439,460.6,543.6,565.9,294.4,301.6,295.3,356.6,268.8,255.2,300.8,4410,4337.8,101.7,
道南,渡島,北斗市,入込総数,80.3,143.4,60.9,86.7,87.9,62.3,64.5,43.5,33.5,31.5,27.2,36.4,758.1,997.1,76,
道南,渡島,北斗市,内道外客,13.7,21.7,19.1,21.8,29.7,18.3,17.7,10.9,11.4,10.3,8.6,11.6,194.8,202,96.4,
道南,渡島,北斗市,内道内客,66.6,121.7,41.8,64.9,58.2,44,46.8,32.6,22.1,21.2,18.6,24.8,563.3,795.1,70.8,
道南,渡島,北斗市,内日帰客,72.5,134.4,51.3,77.7,74.9,52.2,56.7,36.8,26.5,25,22,29.7,659.7,908.7,72.6,
道南,渡島,北斗市,内宿泊客,7.8,9,9.6,9,13,10.1,7.8,6.7,7,6.5,5.2,6.7,98.4,88.4,111.3,
道南,渡島,北斗市,宿泊客延数,8.5,9.5,9.7,9.8,13.9,10.5,8.2,6.9,7.4,6.6,5.3,6.9,103.2,92.7,111.3,
道南,渡島,松前町,入込総数,115,156,24.5,28.2,58.4,31,15.90000000000,9.70000000000,4.00000000000,6.90000000000,3.20000000000,6.90000000000,459.7,448.4,102.5,
道南,渡島,松前町,内道外客,20.6,29.5,4.6,5.4,11.1,6.8,3.1,2.1,1.3,1.9,1.3,2.2,89.9,87.3,103,
道南,渡島,松前町,内道内客,94.4,126.5,19.9,22.8,47.3,24.2,12.8,7.6,2.7,5,1.9,4.7,369.8,361.1,102.4,
道南,渡島,松前町,内日帰客,112.8,135.1,23.3,26.2,50.5,29.3,14.8,8.8,3.1,6.4,2.9,6,419.2,406.9,103,
道南,渡島,松前町,内宿泊客,2.2,20.9,1.2,2,7.9,1.7,1.1,0.9,0.9,0.5,0.3,0.9,40.5,41.5,97.6,
道南,渡島,松前町,宿泊客延数,2.5,25.5,1.8,2.3,9.9,2,1.3,1.9,2.7,1.6,0.4,1.4,53.3,51.4,103.7,
道南,渡島,福島町,入込総数,8.5,12.8,7.1,8.8,15.2,6.9,5.8,4,3.2,2.2,2.3,3.3,80.1,65.3,122.7,
道南,渡島,福島町,内道外客,0.7,1,0.6,0.8,1.3,0.6,0.5,0.3,0.3,0.2,0.2,0.3,6.8,6.6,103,
道南,渡島,福島町,内道内客,7.8,11.8,6.5,8,13.9,6.3,5.3,3.7,2.9,2,2.1,3,73.3,58.7,124.9,
道南,渡島,福島町,内日帰客,8.2,12.4,6.9,8.5,14.7,6.7,5.6,3.9,3.1,2.1,2.2,3.2,77.5,63.3,122.4,
道南,渡島,福島町,内宿泊客,0.3,0.4,0.2,0.3,0.5,0.2,0.2,0.1,0.1,0.1,0.1,0.1,2.6,2,130,
道南,渡島,福島町,宿泊客延数,0.3,0.4,0.2,0.3,0.5,0.2,0.2,0.1,0.1,0.1,0.1,0.1,2.6,2,130,
道南,渡島,知内町,入込総数,16.7,26.8,13,14.3,23.5,14.3,12.8,9.3,5.8,4.7,11.7,7.6,160.5,145.1,110.6,
道南,渡島,知内町,内道外客,7.5,12.1,3.9,4.3,10.6,5.7,0.6,0.5,0.3,0.2,1.2,0.8,47.7,43.2,110.4,
道南,渡島,知内町,内道内客,9.2,14.7,9.1,10,12.9,8.6,12.2,8.8,5.5,4.5,10.5,6.8,112.8,101.9,110.7,
道南,渡島,知内町,内日帰客,14.7,24.1,11.7,12.9,22.1,12.9,11.5,8.4,5.5,4.5,9.9,6.8,145,131.3,110.4,
道南,渡島,知内町,内宿泊客,2,2.7,1.3,1.4,1.4,1.4,1.3,0.9,0.3,0.2,1.8,0.8,15.5,13.8,112.3,
道南,渡島,知内町,宿泊客延数,2,2.7,1.3,1.4,1.4,1.4,1.3,0.9,0.3,0.2,1.8,0.8,15.5,13.8,112.3,
道南,渡島,木古内町,入込総数,51.3,103.3,45.7,60.2,76,52.6,41.7,33.6,21.1,31.1,22.3,34.4,573.3,570.7,100.5,
道南,渡島,木古内町,内道外客,10,20.2,8.7,11.9,15.1,9.7,6.9,5.9,3.6,5.1,3.9,6.1,107.1,110.2,97.2,
道南,渡島,木古内町,内道内客,41.3,83.1,37,48.3,60.9,42.9,34.8,27.7,17.5,26,18.4,28.3,466.2,460.5,101.2,
道南,渡島,木古内町,内日帰客,50.8,102.6,45.1,59.4,75.3,51.9,40.7,32.6,20.2,30.4,21.5,33.7,564.2,561.2,100.5,
道南,渡島,木古内町,内宿泊客,0.5,0.7,0.6,0.8,0.7,0.7,1,1,0.9,0.7,0.8,0.7,9.1,9.5,95.8,
道南,渡島,木古内町,宿泊客延数,0.5,0.7,0.6,0.8,0.7,0.7,1,1,0.9,0.7,0.8,0.7,9.1,9.5,95.8,
道南,渡島,七飯町,入込総数,238.8,276.1,223.4,249.2,290.8,189.1,201.1,151,123.5,125.5,119,144,2331.5,1838.3,126.8,
道南,渡島,七飯町,内道外客,115.7,136.3,115.7,125.2,142.2,97.1,109,87.8,74,67.3,64.8,70.6,1205.7,1304.1,92.5,
道南,渡島,七飯町,内道内客,123.1,139.8,107.7,124,148.6,92,92.1,63.2,49.5,58.2,54.2,73.4,1125.8,534.2,210.7,
道南,渡島,七飯町,内日帰客,227.5,261.6,210.4,236.7,275,179.6,192.9,140.6,116.9,117.1,111.7,138.5,2208.5,1718.1,128.5,
道南,渡島,七飯町,内宿泊客,11.3,14.5,13,12.5,15.8,9.5,8.2,10.4,6.6,8.4,7.3,5.5,123,120.2,102.3,
道南,渡島,七飯町,宿泊客延数,11.3,14.5,13,12.5,15.8,9.5,8.5,10.7,6.7,8.8,8,5.7,125,120.2,104,
道南,渡島,鹿部町,入込総数,35.8,56.2,43.3,50.2,95.4,42.7,41.3,30,15.3,12.6,15.4,23.9,462.1,459.7,100.5,
道南,渡島,鹿部町,内道外客,1.7,2.2,2.7,2.2,3.4,2.5,2.3,2.7,1.9,1.7,1.5,2.1,26.9,28.9,93.1,
道南,渡島,鹿部町,内道内客,34.1,54,40.6,48,92,40.2,39,27.3,13.4,10.9,13.9,21.8,435.2,430.8,101,
道南,渡島,鹿部町,内日帰客,34.3,54.5,41.3,48.7,92.7,40.7,37.7,26.2,12.4,10,13.1,20.3,431.9,423.8,101.9,
道南,渡島,鹿部町,内宿泊客,1.5,1.7,2,1.5,2.7,2,3.6,3.8,2.9,2.6,2.3,3.6,30.2,35.9,84.1,
道南,渡島,鹿部町,宿泊客延数,2.6,3.4,3.2,3.5,5.4,3.2,4.7,4,3.1,2.8,2.5,3.7,42.1,40.6,103.7,
道南,渡島,森町,入込総数,52.3,202,59.6,67.6,90.3,70.5,69.4,57,51,68.7,54.1,50.4,892.9,882.1,101.2,
道南,渡島,森町,内道外客,10.9,20.9,13.9,16.8,18.9,16.8,17.2,14.4,14.5,20.9,15.3,12.7,193.2,195.5,98.8,
道南,渡島,森町,内道内客,41.4,181.1,45.7,50.8,71.4,53.7,52.2,42.6,36.5,47.8,38.8,37.7,699.7,686.6,101.9,
道南,渡島,森町,内日帰客,47.2,196.4,53.7,58,80,65.1,64,51.8,45.9,62.8,50.9,46.9,822.7,812.6,101.2,
道南,渡島,森町,内宿泊客,5.1,5.6,5.9,9.6,10.3,5.4,5.4,5.2,5.1,5.9,3.2,3.5,70.2,69.5,101,
道南,渡島,森町,宿泊客延数,6.2,6.5,6.9,11,12.7,5.4,6.5,6,6.1,7,3.8,4.6,82.7,84.8,97.5,
道南,渡島,八雲町,入込総数,41.8,91.1,50.4,69.3,93.8,48.4,50.7,31.6,20.2,16.7,21.8,28.7,564.5,560.7,100.7,
道南,渡島,八雲町,内道外客,13.5,22.5,15.1,20,30.9,16.1,16.8,10.2,6.5,5,6.3,9.8,172.7,170,101.6,
道南,渡島,八雲町,内道内客,28.3,68.6,35.3,49.3,62.9,32.3,33.9,21.4,13.7,11.7,15.5,18.9,391.8,390.7,100.3,
道南,渡島,八雲町,内日帰客,40.4,88.9,48.3,66.5,90.2,45.7,47.8,29.4,18.7,15.4,20.3,27.2,538.8,533.4,101,
道南,渡島,八雲町,内宿泊客,1.4,2.2,2.1,2.8,3.6,2.7,2.9,2.2,1.5,1.3,1.5,1.5,25.7,27.3,94.1,
道南,渡島,八雲町,宿泊客延数,1.7,2.4,2.5,3.5,4.5,3.3,3.4,2.5,1.8,1.5,1.9,1.8,30.8,32.9,93.6,
道南,渡島,長万部町,入込総数,30.9,53.7,47.2,65,52.4,42.9,56.5,34.6,27,28.5,26.2,27.9,492.8,499.6,98.6,
道南,渡島,長万部町,内道外客,10.2,17.9,15.7,15,17.5,14.3,18.8,11.4,8.9,9.4,8.6,9.2,156.9,161,97.5,
道南,渡島,長万部町,内道内客,20.7,35.8,31.5,50,34.9,28.6,37.7,23.2,18.1,19.1,17.6,18.7,335.9,338.6,99.2,
道南,渡島,長万部町,内日帰客,29.6,52,45.9,63.2,49.9,41.6,54.9,33.3,26.1,27.2,25.2,26.8,475.7,481,98.9,
道南,渡島,長万部町,内宿泊客,1.3,1.7,1.3,1.8,2.5,1.3,1.6,1.3,0.9,1.3,1,1.1,17.1,18.6,91.9,
道南,渡島,長万部町,宿泊客延数,1.8,3,1.7,3.5,5.4,1.9,2.5,2.2,1.5,2.5,1.4,1.7,29.1,31.7,91.8,
道南,檜山,江差町,入込総数,10.2,22.4,20.8,49.2,136.7,29.2,4.6,2.6,1.3,1.2,5.4,2,285.6,345.4,82.7,
道南,檜山,江差町,内道外客,5.5,12.4,11.8,29.9,85.1,17.2,1.4,0.8,0.4,0.3,1.6,0.6,167,172.3,96.9,
道南,檜山,江差町,内道内客,4.7,10,9,19.3,51.6,12,3.2,1.8,0.9,0.9,3.8,1.4,118.6,173.1,68.5,
道南,檜山,江差町,内日帰客,9.1,21.2,19.6,47.9,135.1,28.1,3.4,1.5,0.5,0.3,4.5,1.1,272.3,324.4,83.9,
道南,檜山,江差町,内宿泊客,1.1,1.2,1.2,1.3,1.6,1.1,1.2,1.1,0.8,0.9,0.9,0.9,13.3,21,63.3,
道南,檜山,江差町,宿泊客延数,1.8,1.9,2.1,2.3,2.6,1.9,1.9,1.7,1.3,1.5,1.4,1.4,21.8,24.6,88.6,
道南,檜山,上ノ国町,入込総数,24.4,27.5,20.3,22.2,31.6,20.6,16.8,11.3,8.9,6.9,6.9,10.7,208.1,89.9,231.5,
道南,檜山,上ノ国町,内道外客,4.9,8.2,4.1,6.7,9.5,6.2,5,2.3,1.8,1.4,0.7,1.1,51.9,24.2,214.5,
道南,檜山,上ノ国町,内道内客,19.5,19.3,16.2,15.5,22.1,14.4,11.8,9,7.1,5.5,6.2,9.6,156.2,65.7,237.7,
道南,檜山,上ノ国町,内日帰客,24.3,27.3,20.1,22,31.4,20.4,16.7,11.2,8.8,6.8,6.8,10.6,206.4,87.8,235.1,
道南,檜山,上ノ国町,内宿泊客,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,1.7,2.1,81,
道南,檜山,上ノ国町,宿泊客延数,0.2,0.4,0.3,0.4,0.4,0.4,0.4,0.6,0.5,0.5,0.4,0.4,4.9,6.1,80.3,
道南,檜山,厚沢部町,入込総数,14.4,19.3,14.6,22.8,24.7,18.7,19,13.8,8,6.3,7.2,9.7,178.5,179.1,99.7,
道南,檜山,厚沢部町,内道外客,0.2,0.3,0.2,0.7,0.6,0.3,0.3,0.2,0.1,0.1,0.1,0.1,3.2,3.7,86.5,
道南,檜山,厚沢部町,内道内客,14.2,19,14.4,22.1,24.1,18.4,18.7,13.6,7.9,6.2,7.1,9.6,175.3,175.4,99.9,
道南,檜山,厚沢部町,内日帰客,13.8,18.5,14.1,21.5,22.6,17.9,18.4,13.4,7.8,6.2,7.1,9.6,170.9,168.8,101.2,
道南,檜山,厚沢部町,内宿泊客,0.6,0.8,0.5,1.3,2.1,0.8,0.6,0.4,0.2,0.1,0.1,0.1,7.6,10.3,73.8,
道南,檜山,厚沢部町,宿泊客延数,0.9,1.2,0.8,1.9,3.4,1.4,0.8,0.6,0.3,0.2,0.1,0.2,11.8,13.9,84.9,
道南,檜山,乙部町,入込総数,7.4,10,7.5,11.8,22.4,10.6,6.9,4.9,2.7,3.2,2.5,3.2,93.1,98.4,94.6,
道南,檜山,乙部町,内道外客,1,1.4,1,1.7,3,1.4,0.9,0.6,0.3,0.4,0.3,0.4,12.4,12.9,96.1,
道南,檜山,乙部町,内道内客,6.4,8.6,6.5,10.1,19.4,9.2,6,4.3,2.4,2.8,2.2,2.8,80.7,85.5,94.4,
道南,檜山,乙部町,内日帰客,6.8,9.2,6.7,11,21.2,9.9,5.7,4,2.2,2.7,2.2,2.8,84.4,88.2,95.7,
道南,檜山,乙部町,内宿泊客,0.6,0.8,0.8,0.8,1.2,0.7,1.2,0.9,0.5,0.5,0.3,0.4,8.7,10.2,85.3,
道南,檜山,乙部町,宿泊客延数,0.8,1,0.9,1,1.4,1,1.3,1,0.6,0.6,0.5,0.5,10.6,11.5,92.2,
道南,檜山,奥尻町,入込総数,1.2,3.8,3.4,6.3,6.7,3.2,2.3,1.7,1.2,1,0.9,0.9,32.6,35,93.1,
道南,檜山,奥尻町,内道外客,0.2,1.3,1.4,1.1,1.1,1,0.5,0.1,0,0.1,0.1,0.1,7,9.6,72.9,
道南,檜山,奥尻町,内道内客,1,2.5,2,5.2,5.6,2.2,1.8,1.6,1.2,0.9,0.8,0.8,25.6,25.4,100.8,
道南,檜山,奥尻町,内日帰客,0.1,0,0.1,0.4,0.1,0.1,0,0,0,0,0,0,0.8,1.4,57.1,
道南,檜山,奥尻町,内宿泊客,1.1,3.8,3.3,5.9,6.6,3.1,2.3,1.7,1.2,1,0.9,0.9,31.8,33.6,94.6,
道南,檜山,奥尻町,宿泊客延数,1.2,4.1,3.6,6.3,7,3.4,2.4,1.8,1.3,1,1,0.9,34,35.7,95.2,
道南,檜山,今金町,入込総数,2.2,3,3.4,5.1,7.9,9.6,2.9,2.5,7.6,48.6,31.4,11.4,135.6,49.6,273.4,
道南,檜山,今金町,内道外客,0,0.1,0,0.1,0.4,0.2,0,0,0,0,0,0,0.8,0.8,100,
道南,檜山,今金町,内道内客,2.2,2.9,3.4,5,7.5,9.4,2.9,2.5,7.6,48.6,31.4,11.4,134.8,48.8,276.2,
道南,檜山,今金町,内日帰客,1.6,2.3,2.5,4,6.8,8.7,2,1.7,6.9,48,30.8,10.7,126,40.8,308.8,
道南,檜山,今金町,内宿泊客,0.6,0.7,0.9,1.1,1.1,0.9,0.9,0.8,0.7,0.6,0.6,0.7,9.6,8.8,109.1,
道南,檜山,今金町,宿泊客延数,0.7,0.8,0.9,1.1,1.2,0.9,1,0.9,0.8,0.7,0.7,0.8,10.5,9.7,108.2,
道南,檜山,せたな町,入込総数,22.1,24.6,22,31.5,46.6,18.5,12.4,9,8.7,7.4,8.1,14.1,225,231.3,97.3,
道南,檜山,せたな町,内道外客,1.5,2.8,1.9,3.1,4.8,1.7,0.9,0.6,0.4,0.3,0.3,0.5,18.8,18.8,100,
道南,檜山,せたな町,内道内客,20.6,21.8,20.1,28.4,41.8,16.8,11.5,8.4,8.3,7.1,7.8,13.6,206.2,212.5,97,
道南,檜山,せたな町,内日帰客,20.7,23.1,20.7,29.3,43.6,17.1,11.4,8.3,8.2,7,7.5,13.3,210.2,211.7,99.3,
道南,檜山,せたな町,内宿泊客,1.4,1.5,1.3,2.2,3,1.4,1,0.7,0.5,0.4,0.6,0.8,14.8,19.6,75.5,
道南,檜山,せたな町,宿泊客延数,1.5,1.6,1.6,2.5,3.3,1.6,1.2,0.9,0.6,0.5,0.7,0.9,16.9,21.8,77.5,
道北,上川,旭川市,入込総数,146.6,417.4,506,702.7,772.6,570.1,411.600,211.600,316.400,316.700,547.200,351.600,5270.5,5357,98.4,
道北,上川,旭川市,内道外客,57.3,184.5,273.8,430.8,448.1,277.6,195.900,93.600,167.000,157.700,308.600,189.900,2784.8,2666,104.5,
道北,上川,旭川市,内道内客,89.3,232.9,232.2,271.9,324.5,292.5,215.700,118.000,149.400,159.000,238.600,161.700,2485.7,2691,92.4,
道北,上川,旭川市,内日帰客,119.8,367.8,443.3,611.5,677.8,521.8,350.200,167.100,258.400,250.000,474.800,283.800,4526.3,4696.2,96.4,
道北,上川,旭川市,内宿泊客,26.8,49.6,62.7,91.2,94.8,48.3,61.400,44.500,58.000,66.700,72.400,67.800,744.2,660.8,112.6,
道北,上川,旭川市,宿泊客延数,37.7,70.9,90.9,136.9,138.4,67.6,87.300,64.900,87.100,100.800,104.300,96.300,1083.1,935.6,115.8,
道北,上川,士別市,入込総数,22.2,30.1,33.5,38.5,44.5,29,23.2,19.3,25.1,25.5,21.5,23,335.4,360.8,93,
道北,上川,士別市,内道外客,3.5,4.8,5.3,6.1,7.1,4.6,3.7,3.1,4,4,3.4,3.6,53.2,57.8,92,
道北,上川,士別市,内道内客,18.7,25.3,28.2,32.4,37.4,24.4,19.5,16.2,21.1,21.5,18.1,19.4,282.2,303,93.1,
道北,上川,士別市,内日帰客,20.1,24.9,26.8,25.2,29.6,20.3,19,16.3,18.2,20.1,17,18,255.5,278.8,91.6,
