area,promotion_bureau,commune,type,april,may,june,july,august,september,october,november,december,january,february,march,sum,previous_year,comparison_with_previous_year
道央,空知,夕張市,入込総数,18.2,45.1,94.7,111.8,115.5,67.8,92.4,22.8,46.1,39.9,69.4,52.8,776.4999999999999,771.5,100.64808813998702
道央,空知,夕張市,内道外客,1.1,2.8,5.9,7.2,7.4,4.5,5.9,1.5,2.9,2.5,4.4,3.5,49.599999999999994,47.1,105.30785562632694
道央,空知,夕張市,内道内客,17.1,42.3,88.8,104.6,108.1,63.3,86.5,21.3,43.2,37.4,65.0,49.3,726.9,724.4,100.34511319712867
道央,空知,夕張市,内日帰客,12.0,41.6,88.2,103.1,102.8,62.0,87.80000000000001,21.400000000000002,42.9,32.5,63.400000000000006,47.9,705.5999999999999,704.1,100.21303792074987
道央,空知,夕張市,内宿泊客,6.2,3.5,6.5,8.7,12.7,5.8,4.6,1.4,3.2,7.4,6.0,4.9,70.9,67.4,105.19287833827893
道央,空知,夕張市,宿泊客延数,6.6,3.9,7.1,9.4,13.7,6.2,5.0,1.5,4.5,10.6,8.6,5.1,82.19999999999999,77.8,105.6555269922879
道央,空知,岩見沢市,入込総数,45.4,124.6,79.5,257.4,167.9,164.2,53.2,29.8,34.4,81.7,60.2,29.2,1127.5,1170.6,96.31812745600547
道央,空知,岩見沢市,内道外客,1.5,4.4,2.7,6.9,5.4,4.6,2.1,1.1,1.3,1.7,1.4,1.2,34.300000000000004,34.6,99.13294797687861
道央,空知,岩見沢市,内道内客,43.9,120.2,76.8,250.5,162.5,159.6,51.1,28.7,33.1,80.0,58.800000000000004,28.0,1093.2,1136.0,96.23239436619718
道央,空知,岩見沢市,内日帰客,42.6,121.0,75.3,252.6,162.9,159.5,49.2,26.6,31.0,78.0,56.5,25.9,1081.1000000000001,1125.2,96.08069676501955
道央,空知,岩見沢市,内宿泊客,2.8,3.6,4.2,4.8,5.0,4.7,4.0,3.2,3.4,3.7,3.7,3.3,46.400000000000006,45.4,102.20264317180619
道央,空知,岩見沢市,宿泊客延数,3.4,4.2,4.7,5.6,5.9,5.4,4.7,3.8,4.0,4.5,4.5,4.0,54.699999999999996,49.7,110.0603621730382
道央,空知,美唄市,入込総数,25.5,39.6,30.4,32.1,35.0,31.3,34.5,18.5,14.5,22.9,19.4,20.0,323.69999999999993,366.0,88.44262295081965
