area,promotion_bureau,commune,type,april,may,june,july,august,september,october,november,december,january,february,march,sum,previous_year,comparison_with_previous_year
道南,渡島,函館市,入込総数,255.4,499.3,446.5,496.2,602.4,576.6,458.2,283.2,228.1,130.8,154.7,200.5,4331.9,4561.8,94.960322679644
道南,渡島,函館市,内道外客,159.7,301.7,276.8,325.0,366.2,381.0,317.8,202.5,166.0,89.3,107.4,127.9,2821.3,2988.8,94.39574411134903
道南,渡島,函館市,内道内客,95.7,197.6,169.7,171.2,236.2,195.6,140.4,80.7,62.1,41.5,47.3,72.6,1510.6,1573.0,96.03305785123966
道南,渡島,函館市,内日帰客,131.4,211.5,169.4,184.7,197.6,199.5,163.5,69.1,57.6,18.5,25.0,66.5,1494.3,1648.1,90.66804198774346
道南,渡島,函館市,内宿泊客,124.0,287.8,277.1,311.5,404.8,377.1,294.7,214.1,170.5,112.3,129.7,134.0,2837.6,2913.7,97.38820056972234
道南,渡島,函館市,宿泊客延数,171.1,408.7,374.1,436.1,607.2,577.0,471.5,334.0,247.2,178.6,211.4,205.0,4221.9,4385.6,96.26732944180955
道南,渡島,松前町,入込総数,44.4,235.6,19.6,50.5,88.2,60.1,23.5,16.5,11.0,4.0,3.9,6.5,563.8,484.0,116.48760330578511
道南,渡島,松前町,内道外客,9.2,48.9,4.1,10.5,18.3,12.5,4.5,3.4,2.2,0.8,0.8,1.4,116.6,102.0,114.31372549019608
道南,渡島,松前町,内道内客,35.2,186.7,15.5,40.0,69.9,47.6,19.0,13.1,8.8,3.2,3.1,5.1,447.2,382.0,117.06806282722513
道南,渡島,松前町,内日帰客,40.3,207.8,18.0,47.9,81.1,57.7,22.1,15.8,10.4,3.6,3.6,5.5,513.8,427.3,120.24338871986893
道南,渡島,松前町,内宿泊客,4.1,27.8,1.6,2.6,7.1,2.4,1.4,0.7,0.6,0.4,0.3,1.0,50.0,56.7,88.18342151675485
道南,渡島,松前町,宿泊客延数,4.2,29.4,1.6,2.6,7.4,2.4,1.6,0.8,0.6,0.6,0.4,1.3,52.9,59.8,88.46153846153845
