area,promotion_bureau,commune,type,april,may,june,july,august,september,october,november,december,january,february,march,sum,previous_year,comparison_with_previous_year
道央,空知,美唄市,内道外客,0.9,2.7,2.3,1.6,2.1,1.9,2.2,1.2,1.8,2.2,3.1,1.8,23.8,10.4,228.80000000000,
道央,空知,美唄市,内道内客,32.9,65.6,34,37.5,45.1,41.8,28.7,17.9,13.9,24.6,17.2,13.6,372.8,300.6,124.00000000000,
道央,空知,美唄市,内日帰客,32.2,66.1,34,36.4,44.2,40.4,27.8,16.7,14.1,25.1,19,14.6,370.6,283.7,130.60000000000,
道央,空知,美唄市,内宿泊客,1.6,2.2,2.3,2.7,3,3.3,3.1,2.4,1.6,1.7,1.3,0.8,26,27.3,95.20000000000,
道央,空知,美唄市,宿泊客延数,1.7,2.3,2.4,2.9,3.2,3.3,3.2,2.4,1.7,1.8,1.4,0.9,27.2,27.8,97.80000000000,
道央,空知,芦別市,入込総数,46.4,107.1,89.5,130.2,122.7,91.1,72.2,25.9,26,72.6,53.6,26.5,863.8,919.1,94.00000000000,
道央,空知,芦別市,内道外客,1.9,3,2.8,8.8,4.7,1.2,0.1,0.1,1,3,2.3,0.4,29.3,33.8,86.70000000000,
道央,空知,芦別市,内道内客,44.5,104.1,86.7,121.4,118,89.9,72.1,25.8,25,69.6,51.3,26.1,834.5,885.3,94.30000000000,
道央,空知,芦別市,内日帰客,43.7,102.6,85.6,124,116.5,89.6,71.5,25.6,25,69.1,51.1,24.8,829.1,874.1,94.90000000000,
道央,空知,芦別市,内宿泊客,2.7,4.5,3.9,6.2,6.2,1.5,0.7,0.3,1,3.5,2.5,1.7,34.7,45,77.10000000000,
道央,空知,芦別市,宿泊客延数,2.7,4.5,3.9,6.2,6.2,1.5,0.7,0.3,1,3.5,2.5,1.7,34.7,45,77.10000000000,
道央,空知,赤平市,入込総数,2,17.4,15.4,56.6,40.3,21.2,19.5,12.3,12.6,13.2,11.1,11.2,232.8,223.6,104.10000000000,
道央,空知,赤平市,内道外客,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.2,0.2,100.00000000000,
道央,空知,赤平市,内道内客,2,17.4,15.4,56.5,40.2,21.2,19.5,12.3,12.6,13.2,11.1,11.2,232.6,223.4,104.10000000000,
道央,空知,赤平市,内日帰客,1.4,16.2,14.6,53.6,35,19.2,18.9,11.7,12.1,12.6,10.7,10.6,216.6,211,102.70000000000,
道央,空知,赤平市,内宿泊客,0.6,1.2,0.8,3,5.3,2,0.6,0.6,0.5,0.6,0.4,0.6,16.2,12.6,128.60000000000,
道央,空知,赤平市,宿泊客延数,0.6,1.2,0.8,3,5.3,2,0.6,0.6,0.5,0.6,0.4,0.6,16.2,12.6,128.60000000000,
道央,空知,三笠市,入込総数,100.1,158.7,121.3,149.4,257.1,155.9,137.3,86.1,50,61.2,54.6,45.5,1377.2,1366.1,100.80000000000,
道央,空知,三笠市,内道外客,7,11.1,8.5,10.5,18,10.9,9.6,6,3.5,4.2,3.8,3.1,96.2,95.7,100.50000000000,
道央,空知,三笠市,内道内客,93.1,147.6,112.8,138.9,239.1,145,127.7,80.1,46.5,57,50.8,42.4,1281,1270.4,100.80000000000,
道央,空知,三笠市,内日帰客,98.3,156.5,119.2,147,254.6,153.9,135.3,84.5,48.3,59.3,52.9,45,1354.8,1338.9,101.20000000000,
道央,空知,三笠市,内宿泊客,1.8,2.2,2.1,2.4,2.5,2,2,1.6,1.7,1.9,1.7,0.5,22.4,27.2,82.40000000000,
道央,空知,三笠市,宿泊客延数,1.8,2.2,2.1,2.4,2.5,2,2,1.6,1.7,1.9,1.7,0.5,22.4,27.2,82.40000000000,
道央,空知,滝川市,入込総数,54.4,173.6,68.4,78.9,85.2,66.4,49.9,35.6,22.5,25.5,22.2,22.1,704.7,655.6,107.50000000000,
道央,空知,滝川市,内道外客,7.1,14.7,8.5,10,10.3,8.4,6.6,4.7,3,3.5,2.9,2.9,82.6,75.2,109.80000000000,
道央,空知,滝川市,内道内客,47.3,158.9,59.9,68.9,74.9,58,43.3,30.9,19.5,22,19.3,19.2,622.1,580.4,107.20000000000,
道央,空知,滝川市,内日帰客,53.2,172,66.5,76.7,82.7,64.5,48.5,34.7,21.7,24.7,21.5,21.7,688.4,637.8,107.90000000000,
道央,空知,滝川市,内宿泊客,1.2,1.6,1.9,2.2,2.5,1.9,1.4,0.9,0.8,0.8,0.7,0.4,16.3,17.8,91.60000000000,
道央,空知,滝川市,宿泊客延数,1.5,2.1,2.3,2.7,3,2.4,1.6,1.1,0.9,1,0.7,0.5,19.8,21.3,93.00000000000,
道央,空知,砂川市,入込総数,127.4,228.2,155.5,196.4,258.6,168.3,134.9,78.7,66.6,74,82.7,53.9,1625.2,1622.7,100.20000000000,
道央,空知,砂川市,内道外客,25.2,44.2,33.5,43,55.9,38.2,29.1,16.8,14.2,16.2,18.2,8.5,343,347.2,98.80000000000,
道央,空知,砂川市,内道内客,102.2,184,122,153.4,202.7,130.1,105.8,61.9,52.4,57.8,64.5,45.4,1282.2,1275.5,100.50000000000,
道央,空知,砂川市,内日帰客,126.9,227,154.2,194.2,256.7,166.7,132.9,78.1,66.2,73.1,82.5,53.9,1612.4,1609.9,100.20000000000,
道央,空知,砂川市,内宿泊客,0.5,1.2,1.3,2.2,1.9,1.6,2,0.6,0.4,0.9,0.2,0,12.8,12.8,100.00000000000,
道央,空知,砂川市,宿泊客延数,0.6,1.3,1.3,2.4,2.2,1.7,2,0.7,0.4,1.3,0.2,0,14.1,14.4,97.90000000000,
道央,空知,歌志内市,入込総数,14,18.8,13.9,15.4,19.7,16.3,15.6,12.4,11.9,12.9,11.7,12.2,174.8,333.2,52.50000000000,
道央,空知,歌志内市,内道外客,0,0.1,0.1,0.1,0.2,0.1,0.1,0,0.1,0.1,0.1,0,1,2.4,41.70000000000,
道央,空知,歌志内市,内道内客,14,18.7,13.8,15.3,19.5,16.2,15.5,12.4,11.8,12.8,11.6,12.2,173.8,330.8,52.50000000000,
道央,空知,歌志内市,内日帰客,13.8,18.3,13.5,14.8,18.6,15.7,15,12,11.3,12.5,11.4,12,168.9,317.2,53.20000000000,
道央,空知,歌志内市,内宿泊客,0.2,0.5,0.4,0.6,1.1,0.6,0.6,0.4,0.6,0.4,0.3,0.2,5.9,16,36.90000000000,
道央,空知,歌志内市,宿泊客延数,0.2,0.5,0.4,0.6,1.1,0.6,0.6,0.4,0.6,0.4,0.3,0.2,5.9,16,36.90000000000,
道央,空知,深川市,入込総数,65.3,90.3,87.1,138.4,135.6,100.7,86.7,54.6,43.4,45,41.4,42.8,931.3,907.3,102.60000000000,
道央,空知,深川市,内道外客,6,8,8,10.7,14.5,9.5,8,5,3.8,3.8,3.4,4,84.7,79.7,106.30000000000,
道央,空知,深川市,内道内客,59.3,82.3,79.1,127.7,121.1,91.2,78.7,49.6,39.6,41.2,38,38.8,846.6,827.6,102.30000000000,
道央,空知,深川市,内日帰客,64.3,88.8,85.9,134.7,130.3,98.3,85.1,52.7,41.9,42.4,40.6,42.4,907.4,889.6,102.00000000000,
道央,空知,深川市,内宿泊客,1,1.5,1.2,3.7,5.3,2.4,1.6,1.9,1.5,2.6,0.8,0.4,23.9,17.7,135.00000000000,
道央,空知,深川市,宿泊客延数,1.2,1.8,1.4,4.2,6.7,2.7,1.8,2.8,2.5,5.3,0.9,0.4,31.7,19.7,160.90000000000,
道央,空知,南幌町,入込総数,23.8,28.2,27,29.4,30,28.8,27,20.1,15.7,19.9,14.8,12.9,277.6,271.8,102.10000000000,
道央,空知,南幌町,内道外客,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,
道央,空知,南幌町,内道内客,23.8,28.2,27,29.4,30,28.8,27,20.1,15.7,19.9,14.8,12.9,277.6,271.8,102.10000000000,
道央,空知,南幌町,内日帰客,22.2,26.1,24.9,25.6,25.3,25.6,25.1,18.7,14.8,18.8,14,12.5,253.6,250.3,101.30000000000,
道央,空知,南幌町,内宿泊客,1.6,2.1,2.1,3.8,4.7,3.2,1.9,1.4,0.9,1.1,0.8,0.4,24,21.5,111.60000000000,
道央,空知,南幌町,宿泊客延数,1.6,2.1,2.1,3.8,4.7,3.2,1.9,1.4,0.9,1.1,0.8,0.4,24,21.5,111.60000000000,
道央,空知,奈井江町,入込総数,22.5,32.9,24.3,29.3,41.1,21,17.5,9.9,7.6,7.2,7.4,4.9,225.6,257.8,87.50000000000,
道央,空知,奈井江町,内道外客,0.3,0.4,0.3,0.3,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0,2.5,3,83.30000000000,
道央,空知,奈井江町,内道内客,22.2,32.5,24,29,40.7,20.8,17.3,9.8,7.5,7.1,7.3,4.9,223.1,254.8,87.60000000000,
道央,空知,奈井江町,内日帰客,22.1,32.5,23.8,28.7,40.5,21,17.5,9.9,7.6,7.2,7.4,4.9,223.1,250.9,88.90000000000,
道央,空知,奈井江町,内宿泊客,0.4,0.4,0.5,0.6,0.6,0,0,0,0,0,0,0,2.5,6.9,36.20000000000,
道央,空知,奈井江町,宿泊客延数,0.4,0.4,0.5,0.6,0.6,0,0,0,0,0,0,0,2.5,6.9,36.20000000000,
道央,空知,上砂川町,入込総数,6.8,7,7.5,7.5,13.3,8.3,8.4,7.2,7.7,8,7.3,7.5,96.5,89.9,107.30000000000,
道央,空知,上砂川町,内道外客,0.1,0.1,0.1,0.2,0.4,0.1,0.1,0.1,0.2,0.2,0.1,0.1,1.8,1.8,100.00000000000,
道央,空知,上砂川町,内道内客,6.7,6.9,7.4,7.3,12.9,8.2,8.3,7.1,7.5,7.8,7.2,7.4,94.7,88.1,107.50000000000,
道央,空知,上砂川町,内日帰客,6.4,6.4,6.8,6.7,12.4,7.7,7.7,6.9,7.2,7.6,7.1,7.3,90.2,82.9,108.80000000000,
道央,空知,上砂川町,内宿泊客,0.4,0.6,0.7,0.8,0.9,0.6,0.7,0.3,0.5,0.4,0.2,0.2,6.3,7,90.00000000000,
道央,空知,上砂川町,宿泊客延数,0.5,0.7,0.8,1,1.1,0.7,0.8,0.4,0.6,0.5,0.2,0.2,7.5,8.4,89.30000000000,
道央,空知,由仁町,入込総数,24.8,38.6,36.8,39.6,38.8,37.6,32.7,17.9,12.6,15.6,13.6,11.9,320.5,329.3,97.30000000000,
道央,空知,由仁町,内道外客,0.5,2,4.1,4.6,3,4.5,1.3,0.3,0.1,0.1,0.1,0,20.6,18.9,109.00000000000,
道央,空知,由仁町,内道内客,24.3,36.6,32.7,35,35.8,33.1,31.4,17.6,12.5,15.5,13.5,11.9,299.9,310.4,96.60000000000,
道央,空知,由仁町,内日帰客,23.8,37.3,35.7,37.8,36.2,35.9,31.4,17.2,11.8,14.9,13,11.4,306.4,315.5,97.10000000000,
道央,空知,由仁町,内宿泊客,1,1.3,1.1,1.8,2.6,1.7,1.3,0.7,0.8,0.7,0.6,0.5,14.1,13.8,102.20000000000,
道央,空知,由仁町,宿泊客延数,1,1.3,1.1,1.8,2.6,1.7,1.3,0.7,0.8,0.7,0.6,0.5,14.1,13.8,102.20000000000,
道央,空知,長沼町,入込総数,72.2,115.6,97.2,112.7,155.5,119.8,111.6,58.5,26.8,58,45.9,37.4,1011.2,709.8,142.50000000000,
道央,空知,長沼町,内道外客,1.7,4.2,1.6,1.8,3.1,2.2,0.5,0.1,0.1,0.1,0.1,0,15.5,10.6,146.20000000000,
道央,空知,長沼町,内道内客,70.5,111.4,95.6,110.9,152.4,117.6,111.1,58.4,26.7,57.9,45.8,37.4,995.7,699.2,142.40000000000,
道央,空知,長沼町,内日帰客,70.8,112.8,94.2,107.9,149.9,116,109,57.5,25.9,56.8,45,37,982.8,681.1,144.30000000000,
道央,空知,長沼町,内宿泊客,1.4,2.8,3,4.8,5.6,3.8,2.6,1,0.9,1.2,0.9,0.4,28.4,28.7,99.00000000000,
道央,空知,長沼町,宿泊客延数,1.6,3,3.1,5,6,3.9,2.6,1,0.9,1.2,0.9,0.4,29.6,31.3,94.60000000000,
道央,空知,栗山町,入込総数,42.1,36.5,27.8,43.6,29.1,134.8,22.1,10.4,7.7,6.4,3.4,1.8,365.7,407.2,89.80000000000,
道央,空知,栗山町,内道外客,0.3,0.5,0.5,0.6,0.7,0.4,0.3,0.2,0.2,0.1,0.2,0.1,4.1,5.5,74.50000000000,
道央,空知,栗山町,内道内客,41.8,36,27.3,43,28.4,134.4,21.8,10.2,7.5,6.3,3.2,1.7,361.6,401.7,90.00000000000,
道央,空知,栗山町,内日帰客,41,34.5,25.9,41.3,27.1,133.1,21,9.5,7.1,5.8,2.9,1.6,350.8,388.5,90.30000000000,
道央,空知,栗山町,内宿泊客,1.1,2,1.9,2.3,2,1.7,1.1,0.9,0.6,0.6,0.5,0.2,14.9,18.7,79.70000000000,
道央,空知,栗山町,宿泊客延数,1.1,2,1.9,2.3,2,1.7,1.1,0.9,0.6,0.6,0.5,0.2,14.9,18.7,79.70000000000,
道央,空知,月形町,入込総数,8.3,12.1,10.3,24.7,15.6,12.9,9.6,6.9,5.8,6.3,5.7,4.5,122.7,114.9,106.80000000000,
道央,空知,月形町,内道外客,0.4,0.6,0.5,0.7,0.7,0.6,0.5,0.3,0.3,0.2,0.2,0.2,5.2,4.8,108.30000000000,
道央,空知,月形町,内道内客,7.9,11.5,9.8,24,14.9,12.3,9.1,6.6,5.5,6.1,5.5,4.3,117.5,110.1,106.70000000000,
道央,空知,月形町,内日帰客,7.8,11.6,9.7,24.1,14.8,12.2,9,6.3,5.5,5.7,5.2,4.3,116.2,107.9,107.70000000000,
道央,空知,月形町,内宿泊客,0.5,0.5,0.6,0.6,0.8,0.7,0.6,0.6,0.3,0.6,0.5,0.2,6.5,7,92.90000000000,
道央,空知,月形町,宿泊客延数,0.5,0.5,0.6,0.6,0.8,0.7,0.6,0.6,0.3,0.6,0.5,0.2,6.5,7,92.90000000000,
道央,空知,浦臼町,入込総数,16.1,27.3,21.1,22.9,36.8,24.8,10.4,8,4.9,5.4,5,7.5,190.2,169.6,112.10000000000,
道央,空知,浦臼町,内道外客,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.2,1.2,100.00000000000,
道央,空知,浦臼町,内道内客,16,27.2,21,22.8,36.7,24.7,10.3,7.9,4.8,5.3,4.9,7.4,189,168.4,112.20000000000,
道央,空知,浦臼町,内日帰客,15.7,26.4,20.3,21.1,34.3,23.1,9.9,7.9,4.8,5.4,4.9,7.5,181.3,162.1,111.80000000000,
道央,空知,浦臼町,内宿泊客,0.4,0.9,0.8,1.8,2.5,1.7,0.5,0.1,0.1,0,0.1,0,8.9,7.5,118.70000000000,
道央,空知,浦臼町,宿泊客延数,0.4,0.9,0.8,1.8,2.5,1.7,0.5,0.1,0.1,0,0.1,0,8.9,7.5,118.70000000000,
道央,空知,新十津川町,入込総数,10.2,11.5,16.9,24.8,15.6,13.4,12.1,9.8,10.2,12.6,11.9,8.3,157.3,150.7,104.40000000000,
道央,空知,新十津川町,内道外客,1,1.6,1.7,2.5,1.6,1.3,1.2,1,1,1.3,1.2,0.8,16.2,15.2,106.60000000000,
道央,空知,新十津川町,内道内客,9.2,9.9,15.2,22.3,14,12.1,10.9,8.8,9.2,11.3,10.7,7.5,141.1,135.5,104.10000000000,
道央,空知,新十津川町,内日帰客,8.6,10.1,15.1,22.4,11.9,11.2,10.3,8.2,8.9,11,10.5,7.6,135.8,128.8,105.40000000000,
道央,空知,新十津川町,内宿泊客,1.6,1.4,1.8,2.4,3.7,2.2,1.8,1.6,1.3,1.6,1.4,0.7,21.5,21.9,98.20000000000,
道央,空知,新十津川町,宿泊客延数,1.6,1.4,1.8,2.4,3.7,2.2,1.8,1.6,1.3,1.6,1.4,0.7,21.5,21.9,98.20000000000,
道央,空知,妹背牛町,入込総数,16.4,19,17.7,22.5,26.7,18,16.7,15.8,15.8,17.1,13.6,10.6,209.9,228.4,91.90000000000,
道央,空知,妹背牛町,内道外客,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0,1.4,0.7,200.00000000000,
道央,空知,妹背牛町,内道内客,16.3,18.9,17.6,22.4,26.5,17.9,16.6,15.6,15.7,16.9,13.5,10.6,208.5,227.7,91.60000000000,
道央,空知,妹背牛町,内日帰客,16.3,18.9,17.6,22.3,26.5,17.9,16.6,15.7,15.6,16.8,13.4,10.5,208.1,226.7,91.80000000000,
道央,空知,妹背牛町,内宿泊客,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.3,0.2,0.1,1.8,1.7,105.90000000000,
道央,空知,妹背牛町,宿泊客延数,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.2,0.3,0.2,0.1,1.9,1.8,105.60000000000,
道央,空知,秩父別町,入込総数,45.9,67.7,60.2,93.5,132.8,83,49.1,25.9,18.7,18.6,15.1,13,623.5,632.6,98.60000000000,
道央,空知,秩父別町,内道外客,1.1,1.7,1.5,7,10,2.1,1.2,0.6,0.5,0.5,0.4,0,26.6,15.6,170.50000000000,
道央,空知,秩父別町,内道内客,44.8,66,58.7,86.5,122.8,80.9,47.9,25.3,18.2,18.1,14.7,13,596.9,617,96.70000000000,
道央,空知,秩父別町,内日帰客,44.9,66.4,58.8,91.9,130.7,81.4,47.3,24.6,17.5,17.5,14.4,12.7,608.1,616.3,98.70000000000,
道央,空知,秩父別町,内宿泊客,1,1.3,1.4,1.6,2.1,1.6,1.8,1.3,1.2,1.1,0.7,0.3,15.4,16.3,94.50000000000,
道央,空知,秩父別町,宿泊客延数,1,1.3,1.4,1.6,2.1,1.6,1.8,1.3,1.2,1.1,0.7,0.3,15.4,16.3,94.50000000000,
道央,空知,雨竜町,入込総数,16.8,29.4,26.8,35.2,46.6,30.4,20.5,11.3,7.1,6.6,6.4,9.4,246.5,241,102.30000000000,
道央,空知,雨竜町,内道外客,0,0,0,0.4,0.3,0.2,0,0,0,0,0,0,0.9,0.2,450.00000000000,
道央,空知,雨竜町,内道内客,16.8,29.4,26.8,34.8,46.3,30.2,20.5,11.3,7.1,6.6,6.4,9.4,245.6,240.8,102.00000000000,
道央,空知,雨竜町,内日帰客,16.8,29.4,26.8,35.1,46.4,30.4,20.5,11.3,7.1,6.6,6.4,9.4,246.2,240.9,102.20000000000,
道央,空知,雨竜町,内宿泊客,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0.3,0.1,300.00000000000,
道央,空知,雨竜町,宿泊客延数,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0.3,0.1,300.00000000000,
道央,空知,北竜町,入込総数,15.8,21.2,22,100.3,253.7,22.4,18.2,12.9,11.8,15.1,12.4,11.2,517,511,101.20000000000,
道央,空知,北竜町,内道外客,1.3,1.7,1.8,39.1,104,1.8,1.5,1,0.9,1.2,1,0.9,156.2,148.6,105.10000000000,
道央,空知,北竜町,内道内客,14.5,19.5,20.2,61.2,149.7,20.6,16.7,11.9,10.9,13.9,11.4,10.3,360.8,362.4,99.60000000000,
道央,空知,北竜町,内日帰客,15.5,20.7,21.4,99.4,252.8,21.7,17.4,12.4,11.5,14.7,12,11.1,510.6,505.6,101.00000000000,
道央,空知,北竜町,内宿泊客,0.3,0.5,0.6,0.9,0.9,0.7,0.8,0.5,0.3,0.4,0.4,0.1,6.4,5.4,118.50000000000,
道央,空知,北竜町,宿泊客延数,0.3,0.5,0.6,0.9,0.9,0.7,0.8,0.5,0.3,0.4,0.4,0.1,6.4,33.9,18.90000000000,
道央,空知,沼田町,入込総数,5,7.9,8.9,22,48.7,9,9.5,4.7,4.9,5.7,4.3,4.9,135.5,128.7,105.30000000000,
道央,空知,沼田町,内道外客,0.8,1.2,1.3,3.3,7.3,1.4,1.4,0.7,0.7,0.9,0.6,0.7,20.3,19.2,105.70000000000,
道央,空知,沼田町,内道内客,4.2,6.7,7.6,18.7,41.4,7.6,8.1,4,4.2,4.8,3.7,4.2,115.2,109.5,105.20000000000,
道央,空知,沼田町,内日帰客,4.3,6.8,7.7,18.8,45,7.5,8,3.8,4.1,4.9,3.5,4.5,118.9,115.4,103.00000000000,
道央,空知,沼田町,内宿泊客,0.7,1.1,1.2,3.2,3.7,1.5,1.5,0.9,0.8,0.8,0.8,0.4,16.6,13.3,124.80000000000,
道央,空知,沼田町,宿泊客延数,0.7,1.1,1.2,3.2,3.7,1.5,1.5,0.9,0.8,0.8,0.8,0.4,16.6,13.3,124.80000000000,
道央,石狩,札幌市,入込総数,1378.6,1512.4,1488.6,1829.9,1886.6,1602.4,1036.3,938.6,1052.6,1190.4,960.6,387,15264,15846.2,96.30000000000,
道央,石狩,札幌市,内道外客,487,577.6,603.4,668,667.1,476.2,528.9,480.1,605.2,580.9,457.4,75.2,6207,6261,99.10000000000,
道央,石狩,札幌市,内道内客,891.6,934.8,885.2,1161.9,1219.5,1126.2,507.4,458.5,447.4,609.5,503.2,311.8,9057,9585.2,94.50000000000,
道央,石狩,札幌市,内日帰客,673.4,649.9,611.7,837,991.8,837.6,358.2,328.3,321.5,413.5,388.6,212.5,6624,7703.4,86.00000000000,
道央,石狩,札幌市,内宿泊客,705.2,862.5,876.9,992.9,894.8,764.8,678.1,610.3,731.1,776.9,572,174.5,8640,8142.8,106.10000000000,
道央,石狩,札幌市,宿泊客延数,1037.8,1222.3,1248.5,1316.5,1344.1,1217.9,1183.6,1164,1255.4,1365.6,1041.5,583.5,13980.7,13732.6,101.80000000000,
道央,石狩,江別市,入込総数,85.1,165.3,130.5,169.4,158.4,155.8,124.9,62.4,43.5,38.9,31.3,24.6,1190.1,1353.2,87.90000000000,
道央,石狩,江別市,内道外客,3,9.2,3,5.5,6.9,3.9,3.2,1.5,0.6,0.6,0.5,0.3,38.2,38.2,100.00000000000,
道央,石狩,江別市,内道内客,82.1,156.1,127.5,163.9,151.5,151.9,121.7,60.9,42.9,38.3,30.8,24.3,1151.9,1315,87.60000000000,
道央,石狩,江別市,内日帰客,84.8,164.8,130.2,169,157.7,155.3,124.3,62.2,43.2,37.2,29.9,23.8,1182.4,1349,87.70000000000,
道央,石狩,江別市,内宿泊客,0.3,0.5,0.3,0.4,0.7,0.5,0.6,0.2,0.3,1.7,1.4,0.8,7.7,4.2,183.30000000000,
道央,石狩,江別市,宿泊客延数,0.5,0.8,0.5,0.6,1,0.8,1,0.4,0.4,2.3,1.6,1,10.9,6.3,173.00000000000,
道央,石狩,千歳市,入込総数,424.7,539.6,444.2,549.4,653.6,373.3,386.8,288.5,198.1,312.8,233.9,137.6,4542.5,4977.2,91.30000000000,
道央,石狩,千歳市,内道外客,109.3,140,120.3,148.5,165.4,101.5,127.3,119.3,67,99.7,65.8,45.7,1309.8,1430.5,91.60000000000,
道央,石狩,千歳市,内道内客,315.4,399.6,323.9,400.9,488.2,271.8,259.5,169.2,131.1,213.1,168.1,91.9,3232.7,3546.7,91.10000000000,
道央,石狩,千歳市,内日帰客,405.6,512.7,417.6,516.2,613.3,343.5,362,268.8,175.7,289.1,215.5,128.3,4248.3,4686.8,90.60000000000,
道央,石狩,千歳市,内宿泊客,19.1,26.9,26.6,33.2,40.3,29.8,24.8,19.7,22.4,23.7,18.4,9.3,294.2,290.4,101.30000000000,
道央,石狩,千歳市,宿泊客延数,22.6,31.5,31.3,39.5,47.9,35.8,30,23.7,27.3,28.7,22.4,11,351.7,353.8,99.40000000000,
道央,石狩,恵庭市,入込総数,110,205.5,155.9,172.7,181.1,154.9,237.6,66.3,37,16.4,15.4,38.1,1390.9,1356.9,102.50000000000,
道央,石狩,恵庭市,内道外客,14.4,28.7,26,35.5,36.1,30.8,35.1,9.2,4,1.5,1.3,3.2,225.8,205.4,109.90000000000,
道央,石狩,恵庭市,内道内客,95.6,176.8,129.9,137.2,145,124.1,202.5,57.1,33,14.9,14.1,34.9,1165.1,1151.5,101.20000000000,
道央,石狩,恵庭市,内日帰客,109.7,204.6,155.7,171.8,180.6,154.3,237.4,65.8,36.9,16.3,15.3,38.1,1386.5,1352.6,102.50000000000,
道央,石狩,恵庭市,内宿泊客,0.3,0.9,0.2,0.9,0.5,0.6,0.2,0.5,0.1,0.1,0.1,0,4.4,4.3,102.30000000000,
道央,石狩,恵庭市,宿泊客延数,0.4,1.2,0.3,1.6,1,1.2,0.4,0.8,0.1,0.1,0.1,0,7.2,7.3,98.60000000000,
道央,石狩,北広島市,入込総数,83.5,133.5,147,168,206.6,133.8,106.2,52.1,34.7,88.7,54.3,22,1230.4,1276.2,96.40000000000,
道央,石狩,北広島市,内道外客,9.7,12.1,18.8,23.6,21.1,20.1,7.5,4,6.1,3.1,1.2,0.1,127.4,174.7,72.90000000000,
道央,石狩,北広島市,内道内客,73.8,121.4,128.2,144.4,185.5,113.7,98.7,48.1,28.6,85.6,53.1,21.9,1103,1101.5,100.10000000000,
道央,石狩,北広島市,内日帰客,74.4,120.9,135.2,154.7,191.8,123,98.5,45.1,25.7,84.6,52.3,21.6,1127.8,1160.7,97.20000000000,
道央,石狩,北広島市,内宿泊客,9.1,12.6,11.8,13.3,14.8,10.8,7.7,7,9,4.1,2,0.4,102.6,115.5,88.80000000000,
道央,石狩,北広島市,宿泊客延数,9.1,12.6,11.9,13.3,14.8,10.8,7.8,7,9,11.1,5.1,0.9,113.4,125,90.70000000000,
道央,石狩,石狩市,入込総数,167.9,381.3,196,277.2,464.8,260.2,157.8,91.1,67.7,52.8,44,33.8,2194.6,2538,86.50000000000,
道央,石狩,石狩市,内道外客,1.6,3.7,1.9,2.7,4.5,2.5,1.6,0.9,0.7,0.5,0.4,0.3,21.3,24.8,85.90000000000,
