area,promotion_bureau,commune,type,april,may,june,july,august,september,october,november,december,january,february,march,sum,previous_year,comparison_with_previous_year
道央,石狩,石狩市,内道内客,166.3,377.6,194.1,274.5,460.3,257.7,156.2,90.2,67,52.3,43.6,33.5,2173.3,2513.2,86.50000000000,
道央,石狩,石狩市,内日帰客,166.9,379.6,194.3,274.1,461.2,257.7,156.8,90.5,67.2,52.1,43.3,33.4,2177.1,2514.8,86.60000000000,
道央,石狩,石狩市,内宿泊客,1,1.7,1.7,3.1,3.6,2.5,1,0.6,0.5,0.7,0.7,0.4,17.5,23.2,75.40000000000,
道央,石狩,石狩市,宿泊客延数,1,1.7,1.7,3.1,3.6,2.5,1,0.6,0.5,0.7,0.7,0.4,17.5,23.2,75.40000000000,
道央,石狩,当別町,入込総数,90.7,155.9,131.6,148.4,176.1,143,123.5,63.9,46.2,59.7,47.4,56.7,1243.1,1185.3,104.90000000000,
道央,石狩,当別町,内道外客,0.3,0.8,1.4,1.6,1.5,1.4,0.8,0.2,0.2,0.3,0.1,0.1,8.7,7.4,117.60000000000,
道央,石狩,当別町,内道内客,90.4,155.1,130.2,146.8,174.6,141.6,122.7,63.7,46,59.4,47.3,56.6,1234.4,1177.9,104.80000000000,
道央,石狩,当別町,内日帰客,90.3,154,130,143.1,168.7,139,121.4,63.3,45.7,59.2,47,56.5,1218.2,1162.8,104.80000000000,
道央,石狩,当別町,内宿泊客,0.4,1.9,1.6,5.3,7.4,4,2.10000000000,0.60000000000,0.50000000000,0.50000000000,0.40000000000,0.20000000000,24.9,22.5,110.70000000000,
道央,石狩,当別町,宿泊客延数,0.4,1.9,1.6,5.3,7.4,4,2.10000000000,0.60000000000,0.50000000000,0.50000000000,0.40000000000,0.20000000000,24.9,23,108.30000000000,
道央,石狩,新篠津村,入込総数,12.2,15.4,14.5,21.1,25,19.7,12.7,9.8,8,13,11.5,8,170.9,183.1,93.30000000000,
道央,石狩,新篠津村,内道外客,0.1,0.2,0.2,0.3,0.3,0.2,0.1,0.1,0,0,0,0.4,1.9,1.2,158.30000000000,
道央,石狩,新篠津村,内道内客,12.1,15.2,14.3,20.8,24.7,19.5,12.6,9.7,8,13,11.5,7.6,169,181.9,92.90000000000,
道央,石狩,新篠津村,内日帰客,11.3,14.2,13.2,19.2,22.5,18.1,11.4,8.7,7,11.8,10.6,7.5,155.5,167.5,92.80000000000,
道央,石狩,新篠津村,内宿泊客,0.9,1.2,1.3,1.9,2.5,1.6,1.3,1.1,1,1.2,0.9,0.5,15.4,15.6,98.70000000000,
道央,石狩,新篠津村,宿泊客延数,0.9,1.2,1.3,1.9,2.5,1.6,1.3,1.1,1,1.2,0.9,0.5,15.4,15.6,98.70000000000,
道央,後志,小樽市,入込総数,506.9,625,654.7,798.3,817.5,567.3,568.2,458.2,624.9,676.1,519.4,175.3,6991.8,7814.2,89.50000000000,
道央,後志,小樽市,内道外客,196.3,230.5,331.4,374.3,386.5,316.6,238,221.4,247.2,235.8,171.2,53,3002.2,3172.2,94.60000000000,
道央,後志,小樽市,内道内客,310.6,394.5,323.3,424,431,250.7,330.2,236.8,377.7,440.3,348.2,122.3,3989.6,4642,85.90000000000,
道央,後志,小樽市,内日帰客,454.8,553.9,579.1,711.4,720.3,487.4,500.5,398.9,558.9,610.2,467.8,156.9,6200.1,7017.4,88.40000000000,
道央,後志,小樽市,内宿泊客,52.1,71.1,75.6,86.9,97.2,79.9,67.7,59.3,66,65.9,51.6,18.4,791.7,796.8,99.40000000000,
道央,後志,小樽市,宿泊客延数,61.1,82.3,87.9,100.8,113,92.6,78.9,69.5,83.6,84.6,66.4,22.7,943.4,948.2,99.50000000000,
道央,後志,島牧村,入込総数,3.7,7.4,7.2,8.5,11.9,6.5,5.1,1,0.7,0.6,0.7,1.3,54.6,60.3,90.50000000000,
道央,後志,島牧村,内道外客,0.7,1.5,1.4,1.8,2.7,1.3,1,0.2,0.1,0.1,0.1,0.3,11.2,11.9,94.10000000000,
道央,後志,島牧村,内道内客,3,5.9,5.8,6.7,9.2,5.2,4.1,0.8,0.6,0.5,0.6,1,43.4,48.4,89.70000000000,
道央,後志,島牧村,内日帰客,3.3,6.9,6.8,5.3,6.3,5.4,4.9,0.9,0.6,0.5,0.4,1.2,42.5,47.6,89.30000000000,
道央,後志,島牧村,内宿泊客,0.4,0.5,0.4,3.2,5.6,1.1,0.2,0.1,0.1,0.1,0.3,0.1,12.1,12.7,95.30000000000,
道央,後志,島牧村,宿泊客延数,0.4,0.5,0.4,3.3,5.9,1.1,0.3,0.1,0.1,0.1,0.3,0.1,12.6,13.3,94.70000000000,
道央,後志,寿都町,入込総数,24.9,58.9,29.8,42.2,63.5,16,8.5,6.5,5.7,5.3,4.4,6.2,271.9,282.1,96.40000000000,
道央,後志,寿都町,内道外客,0.8,3,1.1,2.2,3.3,0.4,0.1,0.1,0.1,0,0,0.1,11.2,11.9,94.10000000000,
道央,後志,寿都町,内道内客,24.1,55.9,28.7,40,60.2,15.6,8.4,6.4,5.6,5.3,4.4,6.1,260.7,270.2,96.50000000000,
道央,後志,寿都町,内日帰客,21.2,50.9,24.7,35.3,53.2,13.7,7.6,5.9,5,4.8,4,5.6,231.9,240.6,96.40000000000,
道央,後志,寿都町,内宿泊客,3.7,8,5.1,6.9,10.3,2.3,0.9,0.6,0.7,0.5,0.4,0.6,40,41.5,96.40000000000,
道央,後志,寿都町,宿泊客延数,3.9,8.4,5.4,7.2,10.8,2.4,0.9,0.7,0.6,0.5,0.5,0.7,42,43.6,96.30000000000,
道央,後志,黒松内町,入込総数,31.6,43.5,35.3,48.3,53.6,36.5,31.1,18.9,12.8,13.6,12.8,18.4,356.4,315.8,112.90000000000,
道央,後志,黒松内町,内道外客,1.5,2.1,1.9,2.1,2.9,1.8,1.5,0.8,0.7,0.6,0.6,0.8,17.3,18.7,92.50000000000,
道央,後志,黒松内町,内道内客,30.1,41.4,33.4,46.2,50.7,34.7,29.6,18.1,12.1,13,12.2,17.6,339.1,297.1,114.10000000000,
道央,後志,黒松内町,内日帰客,30.9,42.4,34.1,46.3,50.8,34.9,30.2,18.6,12.4,13.3,12.6,18.2,344.7,304.3,113.30000000000,
道央,後志,黒松内町,内宿泊客,0.7,1.1,1.2,2,2.8,1.6,0.9,0.3,0.4,0.3,0.2,0.2,11.7,11.5,101.70000000000,
道央,後志,黒松内町,宿泊客延数,0.7,1.1,1.2,2,2.8,1.6,0.9,0.3,0.4,0.3,0.2,0.2,11.7,11.5,101.70000000000,
道央,後志,蘭越町,入込総数,54.8,78.9,76.1,80.2,100,85.6,74.7,41.1,36.8,63.4,50.7,39.5,781.8,723.4,108.10000000000,
道央,後志,蘭越町,内道外客,5.1,13.2,14.8,14.7,21.5,10.2,14.9,5.3,6.1,16.8,11.9,4.5,139,119.2,116.60000000000,
道央,後志,蘭越町,内道内客,49.7,65.7,61.3,65.5,78.5,75.4,59.8,35.8,30.7,46.6,38.8,35,642.8,604.2,106.40000000000,
道央,後志,蘭越町,内日帰客,49.9,72.2,68.5,71.7,90.3,77.4,68.4,36.5,31.7,56.9,45.7,35.3,704.5,655.2,107.50000000000,
道央,後志,蘭越町,内宿泊客,4.9,6.7,7.6,8.5,9.7,8.2,6.3,4.6,5.1,6.5,5,4.2,77.3,68.2,113.30000000000,
道央,後志,蘭越町,宿泊客延数,5.9,8,9.1,10.2,11.6,9.8,7.6,5.5,6.1,7.8,6,5,92.6,81.9,113.10000000000,
道央,後志,ニセコ町,入込総数,98.4,111.7,111.7,142.6,196.4,142.5,126.7,68.7,184.5,254.8,227.8,86.9,1752.7,1668,105.10000000000,
道央,後志,ニセコ町,内道外客,39.3,44.7,49.2,71.3,102.1,67,59.6,30.2,121.8,165.6,148.1,53,951.9,915,104.00000000000,
道央,後志,ニセコ町,内道内客,59.1,67,62.5,71.3,94.3,75.5,67.1,38.5,62.7,89.2,79.7,33.9,800.8,753,106.30000000000,
道央,後志,ニセコ町,内日帰客,79.9,85.4,84.9,109,155.2,112.9,101.4,49,154.3,216.1,194.3,76.6,1419,1325,107.10000000000,
道央,後志,ニセコ町,内宿泊客,18.5,26.3,26.8,33.6,41.2,29.6,25.3,19.7,30.2,38.7,33.5,10.3,333.7,343,97.30000000000,
道央,後志,ニセコ町,宿泊客延数,25.6,33.6,34.8,44.4,54.9,38.6,34.7,28.8,49.1,61.3,52.9,14.8,473.5,508,93.20000000000,
道央,後志,真狩村,入込総数,23.1,39,33.8,43.5,41.6,46.5,44.9,31,27.3,29.3,25.2,29.3,414.5,444.2,93.30000000000,
道央,後志,真狩村,内道外客,4.6,7.8,6.8,8.7,8.3,9.3,5,3.4,3,3.3,2.8,3.3,66.3,71.3,93.00000000000,
道央,後志,真狩村,内道内客,18.5,31.2,27,34.8,33.3,37.2,39.9,27.6,24.3,26,22.4,26,348.2,372.9,93.40000000000,
道央,後志,真狩村,内日帰客,22.5,37.6,32.6,41,36.9,44,44.2,30.7,26.9,28.7,24.7,29.1,398.9,431.2,92.50000000000,
道央,後志,真狩村,内宿泊客,0.6,1.4,1.2,2.5,4.7,2.5,0.7,0.3,0.4,0.6,0.5,0.2,15.6,13,120.00000000000,
道央,後志,真狩村,宿泊客延数,0.9,1.7,1.5,2.9,5.1,2.8,1,0.7,0.7,1.2,1,0.5,20,15.1,132.50000000000,
道央,後志,留寿都村,入込総数,49.8,81,64.9,96.9,187.7,88.3,53.5,7.2,154.2,298.5,224.5,63.7,1370.2,1510.5,90.70000000000,
道央,後志,留寿都村,内道外客,10.5,25.8,30.6,29.3,42.4,39.3,14,1.4,66.1,102.8,66.8,5.5,434.5,546.7,79.50000000000,
道央,後志,留寿都村,内道内客,39.3,55.2,34.3,67.6,145.3,49,39.5,5.8,88.1,195.7,157.7,58.2,935.7,963.8,97.10000000000,
道央,後志,留寿都村,内日帰客,42.2,61.6,46.1,78.1,162.1,69.7,39.4,6.2,138.1,279.8,208,59.8,1191.1,1302,91.50000000000,
道央,後志,留寿都村,内宿泊客,7.6,19.4,18.8,18.8,25.6,18.6,14.1,1,16.1,18.7,16.5,3.9,179.1,208.5,85.90000000000,
道央,後志,留寿都村,宿泊客延数,12,22.7,24.8,28.2,40,24.6,20.5,1.9,48.4,61.9,47.7,9.6,342.3,384.3,89.10000000000,
道央,後志,喜茂別町,入込総数,199.3,498.7,323.9,263.2,362.6,253.1,210.1,89.8,74.5,66.9,63.2,34.9,2440.2,2447.7,99.70000000000,
道央,後志,喜茂別町,内道外客,19.5,48.9,31.7,25.8,35.5,24.8,20.6,8.8,7.3,4.7,3.8,1.7,233.1,239.5,97.30000000000,
道央,後志,喜茂別町,内道内客,179.8,449.8,292.2,237.4,327.1,228.3,189.5,81,67.2,62.2,59.4,33.2,2207.1,2208.2,100.00000000000,
道央,後志,喜茂別町,内日帰客,199.3,498.7,323.9,263.2,362.6,253.1,210.1,89.8,74.5,66.9,63.2,34.9,2440.2,2447.7,99.70000000000,
道央,後志,喜茂別町,内宿泊客,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,
道央,後志,喜茂別町,宿泊客延数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,
道央,後志,京極町,入込総数,116.6,102.3,91.2,128.1,133.4,94.3,72,43.5,28,33.3,19.5,44,906.2,944.6,95.90000000000,
道央,後志,京極町,内道外客,13.2,33,32.7,18.8,10.8,22.6,22.9,14.3,6.7,11.4,2.6,0,189,277.9,68.00000000000,
道央,後志,京極町,内道内客,103.4,69.3,58.5,109.3,122.6,71.7,49.1,29.2,21.3,21.9,16.9,44,717.2,666.7,107.60000000000,
道央,後志,京極町,内日帰客,116.4,101,90.3,126.1,129.8,92.2,71.5,43.2,27.8,33,19.3,43.8,894.4,932.5,95.90000000000,
道央,後志,京極町,内宿泊客,0.2,1.3,0.9,2,3.6,2.1,0.5,0.3,0.2,0.3,0.2,0.2,11.8,12.1,97.50000000000,
道央,後志,京極町,宿泊客延数,0.2,1.3,0.9,2,3.6,2.1,0.5,0.3,0.2,0.3,0.2,0.2,11.8,12.1,97.50000000000,
道央,後志,倶知安町,入込総数,105.8,42.9,93.2,155,201.6,127.4,68.5,23.3,195.1,229.3,215,36.3,1493.4,1646.6,90.70000000000,
道央,後志,倶知安町,内道外客,37.9,8.7,20.6,46,65.8,17.8,22,5.8,91,133.9,120.6,18.3,588.4,681.9,86.30000000000,
道央,後志,倶知安町,内道内客,67.9,34.2,72.6,109,135.8,109.6,46.5,17.5,104.1,95.4,94.4,18,905,964.7,93.80000000000,
道央,後志,倶知安町,内日帰客,64.6,28.1,65.9,105,127.7,90.1,50.5,12.5,132,160.6,150.6,21.2,1008.8,1067.1,94.50000000000,
道央,後志,倶知安町,内宿泊客,41.2,14.8,27.3,50,73.9,37.3,18,10.8,63.1,68.7,64.4,15.1,484.6,579.5,83.60000000000,
道央,後志,倶知安町,宿泊客延数,80.4,21.2,41.1,103.5,128.1,59.4,33.2,26.9,194.2,235.4,181.2,37.6,1142.2,1276,89.50000000000,
道央,後志,共和町,入込総数,1.2,1.4,18.7,18.1,47.5,30.2,67.5,1.4,1.2,1.2,1.2,0.8,190.4,198.2,96.10000000000,
道央,後志,共和町,内道外客,0.3,0.2,1.7,1.6,9.5,4.2,6.6,0.2,0.1,0.2,0.2,0.1,24.9,26,95.80000000000,
道央,後志,共和町,内道内客,0.9,1.2,17,16.5,38,26,60.9,1.2,1.1,1,1,0.7,165.5,172.2,96.10000000000,
道央,後志,共和町,内日帰客,0.9,0.5,18,17,45.6,27.8,66.8,1.3,1.1,1.1,0.9,0.6,181.6,188.9,96.10000000000,
道央,後志,共和町,内宿泊客,0.3,0.9,0.7,1.1,1.9,2.4,0.7,0.1,0.1,0.1,0.3,0.2,8.8,9.3,94.60000000000,
道央,後志,共和町,宿泊客延数,0.3,0.9,0.7,1.1,1.9,2.7,1.1,0.1,0.1,0.1,0.3,0.2,9.5,10.9,87.20000000000,
道央,後志,岩内町,入込総数,18.2,29.7,20.9,101.3,81.6,24.7,25.4,14.1,12.9,13.9,11.8,8.5,363,376.6,96.40000000000,
道央,後志,岩内町,内道外客,1,1.3,1.4,2.3,1.9,2.2,1.7,1.5,0.9,0.7,0.7,0.7,16.3,17.8,91.60000000000,
道央,後志,岩内町,内道内客,17.2,28.4,19.5,99,79.7,22.5,23.7,12.6,12,13.2,11.1,7.8,346.7,358.8,96.60000000000,
道央,後志,岩内町,内日帰客,12.4,23.3,13.9,93.6,73.4,16.6,16.2,7.1,6.1,9.2,7.7,5.2,284.7,322.7,88.20000000000,
道央,後志,岩内町,内宿泊客,5.8,6.4,7,7.7,8.2,8.1,9.2,7,6.8,4.7,4.1,3.3,78.3,53.9,145.30000000000,
道央,後志,岩内町,宿泊客延数,5.8,6.4,7,7.7,8.2,8.1,9.2,7,6.8,4.7,4.1,3.3,78.3,53.9,145.30000000000,
道央,後志,泊村,入込総数,6,9.2,8.3,17.9,21.6,8.2,7.8,6.4,3.5,3.2,3.4,3.4,98.9,92.4,107.00000000000,
道央,後志,泊村,内道外客,0,0.1,0.2,0.7,1.1,0.2,0.1,0,0,0,0,0,2.4,3.7,64.90000000000,
道央,後志,泊村,内道内客,6,9.1,8.1,17.2,20.5,8,7.7,6.4,3.5,3.2,3.4,3.4,96.5,88.7,108.80000000000,
道央,後志,泊村,内日帰客,5.8,9,8.1,17.5,21.1,7.9,7.6,6.3,3.4,3,3.2,3.4,96.3,90.3,106.60000000000,
道央,後志,泊村,内宿泊客,0.2,0.2,0.2,0.4,0.5,0.3,0.2,0.1,0.1,0.2,0.2,0,2.6,2.1,123.80000000000,
道央,後志,泊村,宿泊客延数,0.2,0.2,0.2,0.4,0.5,0.3,0.2,0.1,0.1,0.2,0.2,0,2.6,2.1,123.80000000000,
道央,後志,神恵内村,入込総数,17,25.5,23.4,36.9,40.9,21.3,8.4,6.2,4.6,4.1,4.6,6.8,199.7,197.6,101.10000000000,
道央,後志,神恵内村,内道外客,1.1,1.5,1.6,2.6,2.8,1.5,0.4,0.3,0.2,0.2,0.2,0.3,12.7,27,47.00000000000,
道央,後志,神恵内村,内道内客,15.9,24,21.8,34.3,38.1,19.8,8,5.9,4.4,3.9,4.4,6.5,187,170.6,109.60000000000,
道央,後志,神恵内村,内日帰客,16.8,23.8,23,35.5,38.7,20.5,8.4,6,4.5,4.1,4.6,6.8,192.7,192.3,100.20000000000,
道央,後志,神恵内村,内宿泊客,0.2,1.7,0.4,1.4,2.2,0.8,0,0.2,0.1,0,0,0,7,5.3,132.10000000000,
道央,後志,神恵内村,宿泊客延数,0.4,3.1,0.7,2.6,4.1,1.5,0.2,0.3,0.3,0,0.1,0.1,13.4,9.9,135.40000000000,
道央,後志,積丹町,入込総数,89.7,93.7,156.5,322.4,296.5,153,73.8,18.3,6.9,2.8,5.2,7.9,1226.7,1036.8,118.30000000000,
道央,後志,積丹町,内道外客,3.1,12,29.7,52,33.2,18.4,4.1,0.6,0.2,0,0,0.1,153.4,128.9,119.00000000000,
道央,後志,積丹町,内道内客,86.6,81.7,126.8,270.4,263.3,134.6,69.7,17.7,6.7,2.8,5.2,7.8,1073.3,907.9,118.20000000000,
道央,後志,積丹町,内日帰客,86.4,91.2,153.4,283.2,272.4,147.1,72,17.6,6.6,2.7,5.1,7.6,1145.3,968.3,118.30000000000,
道央,後志,積丹町,内宿泊客,3.3,2.5,3.1,39.2,24.1,5.9,1.8,0.7,0.3,0.1,0.1,0.3,81.4,68.6,118.70000000000,
道央,後志,積丹町,宿泊客延数,3.5,2.6,3.1,39.5,25.9,6,2,0.8,0.3,0.1,0.1,0.3,84.2,71.3,118.10000000000,
道央,後志,古平町,入込総数,4.5,6.6,12.3,16.1,15.5,9,5.8,3.3,3.7,3.3,3,4,87.1,84.5,103.10000000000,
道央,後志,古平町,内道外客,0.1,0.2,0.3,0.5,0.6,0.2,0.1,0.1,0.1,0.1,0.1,0.1,2.5,2.5,100.00000000000,
道央,後志,古平町,内道内客,4.4,6.4,12,15.6,14.9,8.8,5.7,3.2,3.6,3.2,2.9,3.9,84.6,82,103.20000000000,
道央,後志,古平町,内日帰客,4.4,6.3,11.5,13.5,11,8.5,5.6,3.2,3.6,3.2,2.9,3.9,77.6,75.2,103.20000000000,
道央,後志,古平町,内宿泊客,0.1,0.3,0.8,2.6,4.5,0.5,0.2,0.1,0.1,0.1,0.1,0.1,9.5,9.3,102.20000000000,
道央,後志,古平町,宿泊客延数,0.1,0.4,0.8,3,5.3,0.6,0.2,0.1,0.1,0.1,0.1,0.1,10.9,10.6,102.80000000000,
道央,後志,仁木町,入込総数,4,11.3,18.4,74,28.1,43.3,43,4.8,1.1,2.5,1,0.1,231.6,210.9,109.80000000000,
道央,後志,仁木町,内道外客,0,0.1,0.1,0.6,0.2,0.3,0.3,0,0,0,0,0,1.6,1.7,94.10000000000,
道央,後志,仁木町,内道内客,4,11.2,18.3,73.4,27.9,43,42.7,4.8,1.1,2.5,1,0.1,230,209.2,109.90000000000,
道央,後志,仁木町,内日帰客,4,11.2,18.2,73.6,27.5,43,42.8,4.8,1.1,2.5,1,0.1,229.8,209.6,109.60000000000,
道央,後志,仁木町,内宿泊客,0,0.1,0.2,0.4,0.6,0.3,0.2,0,0,0,0,0,1.8,1.3,138.50000000000,
道央,後志,仁木町,宿泊客延数,0,0.1,0.2,0.4,0.6,0.3,0.2,0,0,0,0,0,1.8,1.3,138.50000000000,
道央,後志,余市町,入込総数,78,122.6,130.9,195.4,176.4,162.8,107.5,61,32.7,30.7,28.8,8.2,1135,1085,104.60000000000,
道央,後志,余市町,内道外客,36.2,53.6,59.3,63.8,55.1,41.1,52.7,35.2,20.1,16.9,16.1,1.6,451.7,433.5,104.20000000000,
道央,後志,余市町,内道内客,41.8,69,71.6,131.6,121.3,121.7,54.8,25.8,12.6,13.8,12.7,6.6,683.3,651.5,104.90000000000,
道央,後志,余市町,内日帰客,76.8,121,129,192.8,173.7,160.6,105.9,59.9,31.7,29.7,27.7,7.6,1116.4,1062.1,105.10000000000,
道央,後志,余市町,内宿泊客,1.2,1.6,1.9,2.6,2.7,2.2,1.6,1.1,1,1,1.1,0.6,18.6,22.9,81.20000000000,
道央,後志,余市町,宿泊客延数,1.2,1.8,2.2,3,3,2.4,1.7,1.1,1,1.8,1.3,0.6,21.1,25.7,82.10000000000,
道央,後志,赤井川村,入込総数,89.2,88.6,88.2,109.9,148,97.5,90.4,42.7,53.8,103.5,86.9,54.3,1053,1133.1,92.90000000000,
道央,後志,赤井川村,内道外客,17,17.7,17,22,29.6,19.5,18.1,8.5,10.8,20.7,17.4,12.5,210.8,220.4,95.60000000000,
道央,後志,赤井川村,内道内客,72.2,70.9,71.2,87.9,118.4,78,72.3,34.2,43,82.8,69.5,41.8,842.2,912.7,92.30000000000,
道央,後志,赤井川村,内日帰客,75,81.5,77.7,97.7,135.8,91,82.1,37.7,26.8,91.7,77.1,51.9,926,949.2,97.60000000000,
道央,後志,赤井川村,内宿泊客,14.2,7.1,10.5,12.2,12.2,6.5,8.3,5,27,11.8,9.8,2.4,127,183.9,69.10000000000,
道央,後志,赤井川村,宿泊客延数,14.2,7.1,10.5,12.2,12.2,6.5,8.3,5,27,11.8,9.8,2.4,127,183.9,69.10000000000,
道央,胆振,室蘭市,入込総数,136.1,190.7,110.2,191.7,234.9,192.4,161.4,95.30000000000,33.30000000000,37.20000000000,26.40000000000,28.70000000000,1438.3,1242.3,115.80000000000,
道央,胆振,室蘭市,内道外客,61.7,85.8,49,86.2,107.9,89.7,86.2,48.3,19.1,21,12.6,13.1,680.6,468.9,145.10000000000,
道央,胆振,室蘭市,内道内客,74.4,104.9,61.2,105.5,127,102.7,75.2,47,14.2,16.2,13.8,15.6,757.7,773.4,98.00000000000,
道央,胆振,室蘭市,内日帰客,117.9,169.7,90.7,169.3,211.9,171.6,142,76.5,16.4,22.5,13,17.1,1218.6,957.6,127.30000000000,
道央,胆振,室蘭市,内宿泊客,18.2,21,19.5,22.4,23,20.8,19.4,18.8,16.9,14.7,13.4,11.6,219.7,284.7,77.20000000000,
道央,胆振,室蘭市,宿泊客延数,26.5,30.6,28.3,32.4,33.1,29.8,30.00000000000,29.20000000000,25.80000000000,22.30000000000,20.80000000000,19.30000000000,328.1,363.2,90.30000000000,
道央,胆振,苫小牧市,入込総数,168.3,225.8,204.9,222.6,329.7,220.8,252.5,180.2,128.9,103.7,115.8,72.2,2225.4,1995,111.50000000000,
道央,胆振,苫小牧市,内道外客,56.6,75.5,69.4,80.9,89.5,75.4,78.8,63.7,36.7,35.3,35.2,25.4,722.4,654.9,110.30000000000,
道央,胆振,苫小牧市,内道内客,111.7,150.3,135.5,141.7,240.2,145.4,173.7,116.5,92.2,68.4,80.6,46.8,1503,1340.1,112.20000000000,
道央,胆振,苫小牧市,内日帰客,158.1,213.9,194.3,207.5,308.9,207.4,244.6,172.4,122.4,96.5,109.7,69,2104.7,1874,112.30000000000,
道央,胆振,苫小牧市,内宿泊客,10.2,11.9,10.6,15.1,20.8,13.4,7.9,7.8,6.5,7.2,6.1,3.2,120.7,121,99.80000000000,
道央,胆振,苫小牧市,宿泊客延数,14.2,17.1,16.1,21.8,27.6,19.1,9.50000000000,9.10000000000,8.10000000000,8.60000000000,7.20000000000,4.00000000000,162.4,147.8,109.90000000000,
道央,胆振,登別市,入込総数,254.6,334.9,305.4,330.3,404.7,257.3,295.2,248.3,287.9,306.3,145.4,65.3,3235.6,3783.3,85.50000000000,
道央,胆振,登別市,内道外客,124.4,162,165.9,187.2,217,136.4,149.2,130.8,161.8,160.9,75.5,23.8,1694.9,1964.2,86.30000000000,
道央,胆振,登別市,内道内客,130.2,172.9,139.5,143.1,187.7,120.9,146,117.5,126.1,145.4,69.9,41.5,1540.7,1819.1,84.70000000000,
道央,胆振,登別市,内日帰客,181.3,241.5,217.4,227.8,291.5,167.2,195.1,158.1,187.9,190.2,90.6,39.6,2188.2,2552.7,85.70000000000,
道央,胆振,登別市,内宿泊客,73.3,93.4,88,102.5,113.2,90.1,100.1,90.2,100,116.1,54.8,25.7,1047.4,1230.6,85.10000000000,
道央,胆振,登別市,宿泊客延数,74.4,94.9,89.1,104.5,115.1,91.2,101.80000000000,91.80000000000,102.60000000000,118.30000000000,56.10000000000,25.80000000000,1065.6,1248.5,85.40000000000,
道央,胆振,伊達市,入込総数,135.1,186.2,142.2,134.1,192.3,145.1,213.4,140,107.5,111.8,65.9,56.3,1629.9,1727.3,94.40000000000,
道央,胆振,伊達市,内道外客,2.2,3.7,6.5,6.3,11.8,5.4,8.5,4.3,4,6.1,1.9,1.8,62.5,68.1,91.80000000000,
道央,胆振,伊達市,内道内客,132.9,182.5,135.7,127.8,180.5,139.7,204.9,135.7,103.5,105.7,64,54.5,1567.4,1659.2,94.50000000000,
道央,胆振,伊達市,内日帰客,120.3,169.5,125.9,116.3,171.6,129,188.5,115.8,85.8,86.1,48.3,45,1402.1,1479.3,94.80000000000,
道央,胆振,伊達市,内宿泊客,14.8,16.7,16.3,17.8,20.7,16.1,24.9,24.2,21.7,25.7,17.6,11.3,227.8,248,91.90000000000,
道央,胆振,伊達市,宿泊客延数,15.6,18,17.4,19.1,21.9,17.3,26.50000000000,26.50000000000,23.00000000000,26.50000000000,18.30000000000,11.80000000000,241.9,273,88.60000000000,
道央,胆振,豊浦町,入込総数,34,48,67,39,61,37,34,22,19,19,16,19,415,417,99.50000000000,
道央,胆振,豊浦町,内道外客,1,1.1,32,11,35,12,0.5,0.2,0.2,0.2,0.2,0.1,93.5,77.1,121.30000000000,
道央,胆振,豊浦町,内道内客,33,46.9,35,28,26,25,33.5,21.8,18.8,18.8,15.8,18.9,321.5,339.9,94.60000000000,
道央,胆振,豊浦町,内日帰客,33.2,46.9,65.9,34.7,47.8,34.7,33.3,21.7,18.7,18.8,15.8,18.9,390.4,394.7,98.90000000000,
道央,胆振,豊浦町,内宿泊客,0.8,1.1,1.1,4.3,13.2,2.3,0.7,0.3,0.3,0.2,0.2,0.1,24.6,22.3,110.30000000000,
道央,胆振,豊浦町,宿泊客延数,0.8,1.1,1.1,4.3,13.2,2.3,0.70000000000,0.30000000000,0.30000000000,0.20000000000,0.20000000000,0.10000000000,24.6,22.3,110.30000000000,
道央,胆振,壮瞥町,入込総数,151.4,204.7,191.1,206.5,211.7,177.3,193.2,133.6,119.5,107.9,53.9,34,1784.8,2007.7,88.90000000000,
道央,胆振,壮瞥町,内道外客,45.4,61.4,57.3,61.9,63.5,53.2,58,40,35.9,32.4,16.2,10.2,535.4,602.4,88.90000000000,
道央,胆振,壮瞥町,内道内客,106,143.3,133.8,144.6,148.2,124.1,135.2,93.6,83.6,75.5,37.7,23.8,1249.4,1405.3,88.90000000000,
道央,胆振,壮瞥町,内日帰客,136.3,184.3,171.6,178.7,170.5,150.1,168.5,112.7,98.5,83.9,40.4,18.8,1514.3,1738.5,87.10000000000,
道央,胆振,壮瞥町,内宿泊客,15.1,20.4,19.5,27.8,41.2,27.2,24.7,20.9,21,24,13.5,15.2,270.5,269.2,100.50000000000,
道央,胆振,壮瞥町,宿泊客延数,15.1,20.4,19.5,27.8,41.2,27.2,24.70000000000,20.90000000000,21.00000000000,24.00000000000,13.50000000000,15.20000000000,270.5,269.3,100.40000000000,
道央,胆振,白老町,入込総数,114.3,161.9,214.9,137.7,167.2,183,146,119.4,107,93.4,78.1,73.9,1596.8,1505.4,106.10000000000,
道央,胆振,白老町,内道外客,6.8,17.8,16.3,15.7,16.2,16.8,27.5,16.2,10,10.6,3.2,1.5,158.6,162.2,97.80000000000,
道央,胆振,白老町,内道内客,107.5,144.1,198.6,122,151,166.2,118.5,103.2,97,82.8,74.9,72.4,1438.2,1343.2,107.10000000000,
